"Propiedades de la ubicación"
"Nombre de la ubicación = Sin nombre"
"Identificación de ubicación = 7df69ec8-72e3-4a21-a514-9c4efcb05c96"
""
"Propiedades del informe"
"Hora de inicio = 2023-03-30 13:58:22"
"Duración = 34.20:01:38"
"Lecturas = 1675"
"Intervalo de tiempo = 02:00:00"
""
"Propiedades de los instrumentos"
"Modelo del dispositivo = VuLink Cellular"
"Dispositivo SN = 969970"
"Firmware del dispositivo = 1.70"
""
"Propiedades de los instrumentos"
"Modelo del dispositivo = Aqua TROLL 500"
"Dispositivo SN = 1003230"
""
"Propiedades del registro"
"Nombre del registro = Registro_2023-03-30"
"Tipo de log = Lineal"
"Número de archivo de registro = 3"
"Identificación del registro = fbbb46ba-3945-4e73-ad13-7c5844b2b255"
"Habilitado empaquetado de registros = True"
"Intervalo = 00:30:00"
""
""
"","VuLink Cellular 969970",,,,,,"Aqua TROLL 500 1003230",,,,,,
"Fecha Hora","Latitud (°) (969970)","Longitud (°) (969970)","Elevación (m) (969970)","Temperatura (°C) (969970)","Capacidad de la batería (%) (969970)","Presión barométrica (mm Hg) (969970)","Concentración RDO (mg/L) (1003620)","Nitrato (NO₃⁻ - N) (mg/L) (983048)","pH (pH) (982972)","ORP (mV) (982972)","Conductividad real (µS/cm) (1001986)","Temperatura (°C) (1003230)","Profundidad (ft) (997881)"
"2023-04-05 13:00:00","41.74706","1.84425","288.2","13.07112","97.58365","738.5342","10.08221","0.3722608","8.981898","167.3944","439.7896","15.90527","2.65391"
"2023-04-05 13:30:00","41.74723","1.844228","310.4","14.10073","97.57681","738.257","10.56993","0.3792936","9.002678","163.5392","437.9413","15.92249","2.649716"
"2023-04-05 14:00:00","41.74732","1.84429","315.1","15.01236","97.5705","737.8464","10.71108","0.3903464","9.017426","164.8529","438.157","15.99298","2.645841"
"2023-04-05 14:30:00","41.74724","1.844228","345.8","16.353","97.56313","737.6844","10.68876","0.3713005","9.00706","161.3958","439.2699","16.09429","2.637892"
"2023-04-05 15:00:00","41.74697","1.844062","296","16.74983","97.55603","737.3786","10.7115","0.3772146","9.019464","167.8736","444.1874","16.65137","2.634792"
"2023-04-05 15:30:00","41.74713","1.844177","285.6","17.56494","97.55129","737.1654","10.97572","0.3622393","9.034406","169.6808","440.4643","16.2471","2.635049"
"2023-04-05 16:00:00","41.74702","1.844292","282.2","18.39077","97.54104","736.8961","11.12076","0.3659981","9.042802","164.1233","439.4421","16.207","2.643712"
"2023-04-05 16:30:00","41.74691","1.844127","281.5","19.17371","97.53446","736.5886","11.16169","0.3764389","9.043477","167.7091","442.6974","16.58481","2.630181"
"2023-04-05 17:00:00","41.74712","1.84427","292.7","19.72068","97.52999","736.5775","11.33696","0.3890261","9.03384","160.7545","436.265","15.86524","2.627831"
"2023-04-05 17:30:00","41.74707","1.844298","270.8","19.79576","97.52289","736.5536","11.41988","0.4066534","9.05724","166.6196","435.5594","15.82418","2.622384"
"2023-04-05 18:00:00","41.74726","1.844268","295.4","19.70996","97.5171","736.55","11.49906","0.4078516","9.046792","162.8144","434.8419","15.72902","2.636772"
"2023-04-05 18:30:00","41.74757","1.844235","247.7","21.58685","97.51157","736.6077","11.84022","0.4160625","9.104044","164.5501","348.3728","15.73612","2.622532"
"2023-04-05 19:00:00","41.74724","1.844262","310.5","23.82839","97.50579","736.8461","11.98007","0.4190928","9.117036","164.4619","352.8483","15.67519","2.629875"
"2023-04-05 19:30:00","41.74704","1.844263","289.3","23.97855","97.49921","737.1125","12.1311","0.4297446","9.126925","158.2057","413.8474","15.65952","2.641433"
"2023-04-05 20:00:00","41.74701","1.844338","274.3","20.36419","97.49237","737.496","11.86576","0.4266398","9.089613","164.0923","418.6049","15.95731","2.627704"
"2023-04-05 20:30:00","41.747","1.84444","270.4","14.66916","97.48659","737.8663","11.95942","0.4116729","9.089386","160.0273","420.8541","15.89008","2.626435"
"2023-04-05 21:00:00","41.74713","1.844143","295.4","12.99605","97.47896","738.131","11.84979","0.4054045","9.077908","157.3784","420.666","15.84545","2.640808"
"2023-04-05 21:30:00","41.74713","1.844143","295.4","12.17022","97.46475","738.5546","11.57616","0.3932142","9.029369","154.9108","422.7995","15.86158","2.634212"
"2023-04-05 22:00:00","41.74717","1.844208","303.1","11.48381","97.45896","738.8985","11.35463","0.4124562","9.045607","163.7585","425.8769","15.94897","2.624052"
"2023-04-05 22:30:00","41.74712","1.844408","204.5","11.06553","97.45318","739.1489","11.17374","0.4093576","9.02998","164.6264","427.2983","16.01464","2.628135"
"2023-04-05 23:00:00","41.74703","1.844152","283.1","10.4542","97.44529","739.3146","11.06701","0.4009767","9.01991","159.6339","426.7357","16.00921","2.629839"
"2023-04-05 23:30:00","41.7472","1.844127","304.3","10.35767","97.43845","739.4512","11.02571","0.4181568","9.027357","165.1414","427.8757","16.05889","2.635802"
"2023-04-06 00:00:00","41.7472","1.844378","324.9","9.960846","97.43423","739.5522","10.99005","0.415551","9.015395","158.6254","428.7514","16.02776","2.641923"
"2023-04-06 00:30:00","41.7472","1.844378","324.9","9.370964","97.4295","739.6552","10.88708","0.4019406","9.019866","163.6083","428.7749","16.00963","2.626573"
"2023-04-06 01:00:00","41.74731","1.844207","313.1","8.727459","97.41819","739.7033","10.88566","0.3941899","9.01223","161.9012","428.5298","15.98147","2.643905"
"2023-04-06 01:30:00","41.74731","1.844207","313.1","7.654949","97.41319","739.6597","10.97269","0.3829342","9.019435","162.6546","429.7232","15.94664","2.627314"
"2023-04-06 02:00:00","41.74704","1.84419","276.6","7.461895","97.40583","739.8896","10.85492","0.3919483","9.028024","163.7776","428.5885","15.91009","2.636487"
"2023-04-06 02:30:00","41.74715","1.844092","273.3","7.526245","97.40136","739.9263","10.93569","0.3995396","9.024437","158.2701","432.6809","15.86374","2.629226"
"2023-04-06 03:00:00","41.74707","1.844273","293.7","7.011444","97.39478","739.7522","11.01889","0.4237267","9.047756","163.9183","432.4487","15.837","2.637376"
"2023-04-06 03:30:00","41.74701","1.844247","278.6","6.453735","97.39031","739.6898","10.9384","0.3836143","9.029512","161.2527","427.6088","15.7947","2.632276"
"2023-04-06 04:00:00","41.74737","1.844225","298.2","5.692257","97.38321","739.6017","10.89955","0.387518","9.024937","164.4738","427.0591","15.74078","2.629395"
"2023-04-06 04:30:00","41.74691","1.844565","280.1","5.359776","97.37874","739.6793","10.82598","0.355096","9.009356","159.5194","418.3833","15.66752","2.639028"
"2023-04-06 05:00:00","41.74685","1.844367","277","5.134552","97.36559","739.6235","10.80699","0.3653617","9.011656","166.2452","417.9172","15.62817","2.64472"
"2023-04-06 05:30:00","41.7476","1.844198","302.3","4.844971","97.36137","739.563","10.76639","0.3555046","9.001467","164.4309","418.2239","15.59338","2.626928"
"2023-04-06 06:00:00","41.74735","1.84416","296.7","4.58757","97.3569","739.6114","10.70622","0.3617399","8.992676","159.2047","426.6562","15.54868","2.63917"
"2023-04-06 06:30:00","41.74728","1.84404","307.7","4.190742","97.34901","739.7626","10.70621","0.3497704","8.992543","165.6754","425.9702","15.50354","2.619482"
"2023-04-06 07:00:00","41.74725","1.844232","297.8","3.879715","97.3427","739.7634","10.64244","0.3519652","8.972242","162.2946","426.8616","15.47099","2.64069"
"2023-04-06 07:30:00","41.74692","1.84417","258.7","3.858265","97.33665","740.0129","10.57438","0.3627032","8.978768","170.7752","426.682","15.43248","2.640961"
"2023-04-06 08:00:00","41.74704","1.844263","276.8","3.901165","97.33112","740.1961","10.53739","0.3597475","8.959071","167.9976","426.3858","15.38109","2.627095"
"2023-04-06 08:30:00","41.74697","1.844242","298.7","4.276543","97.32507","740.2418","10.50608","0.3534477","8.960501","169.44","426.3437","15.34245","2.631778"
"2023-04-06 09:00:00","41.74725","1.844102","293.3","5.649353","97.31955","740.4336","10.49365","0.3515993","8.963291","169.4949","425.9239","15.29779","2.638828"
"2023-04-06 09:30:00","41.74709","1.844078","306","6.90419","97.31534","740.5116","10.48361","0.3569831","8.964675","165.2272","425.9029","15.27048","2.647586"
"2023-04-06 10:00:00","41.74714","1.844338","298.5","7.86945","97.30876","740.4891","10.46554","0.3320315","8.955288","169.1134","425.9763","15.26534","2.645232"
"2023-04-06 10:30:00","41.74702","1.844492","358.4","9.993019","97.30376","740.46","10.44218","0.3364336","8.954243","169.6236","426.1376","15.26278","2.635598"
"2023-04-06 11:00:00","41.74717","1.844198","322.6","10.8832","97.29666","740.5145","10.49586","0.3239026","8.958908","172.8661","426.5092","15.29576","2.652188"
"2023-04-06 11:30:00","41.74743","1.844252","285.8","12.43834","97.29219","740.3459","10.64723","0.3325951","8.982774","174.3062","427.7187","15.38721","2.648736"
"2023-04-06 12:00:00","41.74716","1.844222","301.9","15.59152","97.28509","740.1545","10.63747","0.3345241","8.986641","179.1222","429.1008","15.49764","2.632826"
"2023-04-06 12:30:00","41.74744","1.844155","305.2","15.95617","97.28062","740.0861","10.71956","0.3283336","9.008204","176.6975","428.823","15.52069","2.640393"
"2023-04-06 13:00:00","41.74731","1.844183","299.3","16.77128","97.2672","739.8681","10.78037","0.3385687","9.007699","169.1873","430.2624","15.64546","2.646334"
"2023-04-06 13:30:00","41.74731","1.844183","299.3","19.90301","97.26247","739.5978","10.78933","0.3287579","9.004118","172.828","430.9533","15.70228","2.641303"
"2023-04-06 14:00:00","41.74694","1.844152","319.8","19.89229","97.25458","739.3658","10.89148","0.3362291","9.013288","167.1274","419.7353","15.71392","2.636746"
"2023-04-06 14:30:00","41.74695","1.844107","276.4","18.5302","97.24826","738.9421","10.99174","0.3397051","9.038421","168.0954","429.448","15.76903","2.633777"
"2023-04-06 15:00:00","41.74695","1.844107","276.4","18.81978","97.2338","738.6434","10.88408","0.3414625","9.020392","166.3287","415.4496","15.76993","2.647726"
"2023-04-06 15:30:00","41.74736","1.845068","217.6","19.70996","97.22775","738.376","10.96464","0.3619785","9.046037","166.8294","417.478","15.85079","2.629178"
"2023-04-06 16:00:00","41.74705","1.844122","288.5","20.26766","97.22117","738.2433","11.01096","0.369334","9.0526","165.5419","418.297","15.84381","2.638333"
"2023-04-06 16:30:00","41.74716","1.844167","282.1","20.24622","97.21617","738.1497","11.42924","0.3804488","9.082428","162.3757","398.3347","15.72468","2.638531"
"2023-04-06 17:00:00","41.74589","1.844195","10.8","20.11752","97.21039","738.0545","11.5483","0.3882771","9.087455","164.6645","398.8333","15.6665","2.623015"
"2023-04-06 17:30:00","41.74714","1.844427","311","20.17113","97.20512","737.9346","11.73096","0.3972952","9.094332","160.5709","400.0264","15.66334","2.618854"
"2023-04-06 18:00:00","41.74752","1.843317","-65.7","20.29984","97.19907","738.0201","11.92736","0.4128557","9.119603","163.2578","412.7541","15.74671","2.615939"
"2023-04-06 18:30:00","41.7473","1.844105","290.3","22.33761","97.19381","738.103","12.07597","0.4126312","9.116119","161.0239","411.8941","15.72005","2.630129"
"2023-04-06 19:00:00","41.74712","1.844222","297.2","24.10725","97.18619","738.2565","11.84854","0.4139977","9.100118","160.075","406.8982","15.80432","2.633874"
"2023-04-06 19:30:00","41.75175","1.845287","26.2","23.77477","97.17882","738.5168","11.8624","0.4257905","9.105762","159.2095","407.2775","15.88467","2.620661"
"2023-04-06 20:00:00","41.7471","1.844215","307.9","20.90044","97.17329","738.7693","11.85214","0.4310386","9.095919","155.998","413.5665","15.8198","2.623766"
"2023-04-06 20:30:00","41.74723","1.84427","298.2","15.55935","97.16751","738.9564","11.72486","0.4286691","9.089169","159.7388","414.2658","15.89226","2.62835"
"2023-04-06 21:00:00","41.74685","1.84425","295.1","13.75753","97.15383","739.3148","11.63587","0.4360337","9.070829","158.1152","414.8993","15.91533","2.623741"
"2023-04-06 21:30:00","41.74714","1.844182","288.2","12.85662","97.14778","739.6515","11.53046","0.4625536","9.071271","162.7429","416.696","16.00273","2.629488"
"2023-04-06 22:00:00","41.74706","1.844322","284.8","11.99861","97.13963","739.8972","11.43063","0.487714","9.058026","162.7452","367.9912","15.99548","2.619118"
"2023-04-06 22:30:00","41.74715","1.844187","290","11.48381","97.13383","740.0499","11.27088","0.4622742","9.064998","164.779","414.046","16.02336","2.633375"
"2023-04-06 23:00:00","41.74716","1.844162","302.9","11.09771","97.127","740.0333","11.22384","0.4721695","9.06696","164.6001","414.9557","16.08039","2.610965"
"2023-04-06 23:30:00","41.74704","1.844403","272.5","10.59362","97.12226","739.9752","11.15561","0.4704588","9.059843","158.3417","373.5405","16.12814","2.633609"
"2023-04-07 00:00:00","41.74704","1.844403","272.5","10.21825","97.11779","740.0448","11.00629","0.464017","9.050805","160.4684","371.7794","16.06751","2.617203"
"2023-04-07 00:30:00","41.74709","1.844343","294.2","10.0252","97.11043","740.0432","10.99073","0.4480766","9.042493","159.6053","372.5073","16.04894","2.628854"
"2023-04-07 01:00:00","41.74739","1.843998","336.3","9.274437","97.1049","739.9655","10.91458","0.440621","9.047276","161.9585","410.5245","16.01316","2.62367"
"2023-04-07 01:30:00","41.74576","1.844062","201","8.620209","97.09938","739.8502","10.90483","0.4353885","9.027191","161.1908","410.3755","15.96677","2.632172"
"2023-04-07 02:00:00","41.74673","1.844387","271.7","8.191204","97.0928","739.9135","10.76325","0.4341602","9.039327","161.9346","422.7123","15.91911","2.629474"
"2023-04-07 02:30:00","41.74739","1.84426","277.2","7.590599","97.08754","739.7987","10.66128","0.427652","9.030596","162.8502","423.0939","15.87401","2.633066"
"2023-04-07 03:00:00","41.74733","1.844253","316.6","7.247395","97.08254","739.6947","10.68679","0.4208695","9.025959","155.5379","422.3575","15.82854","2.628964"
"2023-04-07 03:30:00","41.7471","1.844303","288.5","7.022167","97.07386","739.4651","10.76801","0.4255209","9.02944","160.4135","421.8473","15.78776","2.627137"
"2023-04-07 04:00:00","41.74702","1.844227","289.6","6.346485","97.06229","739.3281","10.73231","0.4140486","9.016073","156.8277","421.7","15.73517","2.636304"
"2023-04-07 04:30:00","41.7471","1.844318","283.2","5.971107","97.05545","739.1884","10.65394","0.4044397","9.021818","164.0709","420.7554","15.69277","2.634966"
"2023-04-07 05:00:00","41.74683","1.84419","281.9","5.63863","97.04887","739.1094","10.56743","0.3963511","9.006208","162.0443","420.3792","15.65296","2.634263"
"2023-04-07 05:30:00","41.74712","1.843827","323","5.55283","97.0423","738.9921","10.63249","0.3971047","9.014157","164.1543","420.6693","15.60971","2.635997"
"2023-04-07 06:00:00","41.7474","1.844165","286.3","5.327602","97.03783","738.9747","10.6167","0.3854271","9.014531","163.4581","420.1386","15.57102","2.640252"
"2023-04-07 06:30:00","41.74745","1.844482","256.1","5.048748","97.0323","739.04","10.61363","0.3977437","9.003024","159.7936","420.128","15.51954","2.626995"
"2023-04-07 07:00:00","41.74731","1.84429","289.1","4.67337","97.02625","738.9769","10.51601","0.385807","9.000943","170.6035","419.9062","15.47849","2.635968"
"2023-04-07 07:30:00","41.74712","1.844238","270.8","4.58757","97.02073","738.9241","10.44951","0.3817737","8.990877","165.5777","419.791","15.43709","2.627494"
"2023-04-07 08:00:00","41.74712","1.844238","270.8","4.984398","97.01573","738.9348","10.38665","0.3757104","8.996367","169.4806","420.3123","15.40191","2.635436"
"2023-04-07 08:30:00","41.74722","1.844178","291.9","5.55283","97.00916","738.9633","6.729456","0.3811756","8.972923","163.296","424.1899","15.36122","2.630898"
"2023-04-07 09:00:00","41.74647","1.844203","236.7","6.550262","97.00231","738.9928","10.31644","0.3760341","8.97522","168.925","424.2927","15.33131","2.632808"
"2023-04-07 09:30:00","41.74714","1.844217","298.8","7.923077","96.99731","738.8128","10.28072","0.3712927","8.983603","169.0991","423.8149","15.32928","2.628304"
"2023-04-07 10:00:00","41.7472","1.844252","300.3","9.660542","96.99232","738.7447","10.42527","0.3722437","8.982983","164.6025","424.4729","15.33481","2.634008"
"2023-04-07 10:30:00","41.74696","1.844312","287.8","10.97973","96.98679","738.6414","10.43698","0.3572945","8.99347","169.4186","424.6296","15.37715","2.626741"
"2023-04-07 11:00:00","41.74706","1.844277","291","12.07369","96.9818","738.4254","10.59107","0.3608879","8.986855","163.7919","425.9214","15.44934","2.628842"
"2023-04-07 11:30:00","41.74699","1.844425","270.9","13.24273","96.97575","738.155","10.6305","0.3612337","8.988681","177.5558","427.4096","15.54545","2.643735"
"2023-04-07 12:00:00","41.74718","1.844258","287.1","14.04711","96.96917","737.9946","10.7878","0.3919027","8.993951","158.1223","427.9194","15.5981","2.629787"
"2023-04-07 12:30:00","41.74726","1.844338","267.5","15.7953","96.96339","737.5591","10.83457","0.3739423","9.017861","166.8985","427.1278","15.59286","2.630509"
"2023-04-07 13:00:00","41.74709","1.844185","299.2","17.35043","96.95207","737.1691","10.74498","0.3768911","9.014294","167.1727","407.9549","15.66021","2.636628"
"2023-04-07 13:30:00","41.74715","1.844262","304.7","18.62672","96.94602","736.8192","11.0708","0.3719946","9.042575","174.9785","407.7746","15.76642","2.622647"
"2023-04-07 14:00:00","41.74721","1.844345","312.7","19.54908","96.93997","736.4485","11.10088","0.3725436","9.035802","171.6573","408.8579","15.80548","2.624347"
"2023-04-07 14:30:00","41.74707","1.844193","295.2","20.52506","96.93208","736.2896","11.2473","0.3919317","9.058434","169.2612","411.657","15.78231","2.633052"
"2023-04-07 15:00:00","41.74711","1.844227","289.7","20.66449","96.92787","736.1217","11.28595","0.3931193","9.049795","167.2728","411.6533","15.77423","2.62474"
"2023-04-07 15:30:00","41.74636","1.844058","217.1","21.24364","96.92262","735.6738","11.33938","0.418177","9.059947","160.6209","406.6316","15.95944","2.633395"
"2023-04-07 16:00:00","41.74708","1.844143","278.3","21.61903","96.91709","735.3976","11.49867","0.4266795","9.074347","159.8938","410.0224","16.32093","2.614535"
"2023-04-07 16:30:00","41.7472","1.844303","305.8","21.94078","96.90999","735.0345","11.49545","0.443097","9.072395","157.6312","427.2515","16.5283","2.618673"
"2023-04-07 17:00:00","41.74654","1.843077","131.3","22.17673","96.90472","734.8629","11.51079","0.4353664","9.072486","163.2698","429.5265","16.80551","2.626153"
"2023-04-07 17:30:00","41.74709","1.844265","284.5","22.93821","96.89946","734.7214","11.56821","0.4345533","9.076741","156.7824","427.8879","16.59411","2.626336"
"2023-04-07 18:00:00","41.74702","1.84431","282.9","22.95966","96.89289","734.7349","12.0447","0.4463042","9.11268","166.4455","420.5306","15.94896","2.62023"
"2023-04-07 18:30:00","41.7485","1.846785","94.4","24.99743","96.88526","734.8109","12.11155","0.4589922","9.105866","163.172","423.6721","15.90807","2.636229"
"2023-04-07 19:00:00","41.747","1.844125","310.5","26.14502","96.87894","735.0284","12.96169","0.484405","9.177759","160.4874","422.1754","15.94166","2.615519"
"2023-04-07 19:30:00","41.74721","1.84426","286.9","25.74819","96.87263","735.3594","12.48803","0.4690465","9.143223","161.7129","421.3398","15.91665","2.618095"
"2023-04-07 20:00:00","41.74709","1.844225","291.5","23.78549","96.8679","735.5402","12.35497","0.4711825","9.135384","153.4827","406.8221","15.878","2.608088"
"2023-04-07 20:30:00","41.74727","1.844143","312.3","17.07158","96.86106","735.6836","11.82093","0.4679482","9.105531","161.9823","413.9995","16.47249","2.62025"
"2023-04-07 21:00:00","41.74705","1.844213","300.2","15.23759","96.85606","735.8842","11.80263","0.4482289","9.09005","159.3001","412.983","16.39311","2.626376"
"2023-04-07 21:30:00","41.7468","1.844147","273.2","14.28306","96.84975","736.1823","11.50688","0.4637004","9.078111","160.6853","420.994","16.40769","2.626403"
"2023-04-07 22:00:00","41.74533","1.844397","185.8","13.50013","96.84396","736.4617","11.50497","0.4736333","9.082117","156.4963","421.3601","16.47005","2.617823"
"2023-04-07 22:30:00","41.74677","1.844265","226.5","12.9746","96.83739","736.8102","11.57276","0.4710722","9.092069","154.9156","410.2721","16.40929","2.624196"
"2023-04-07 23:00:00","41.74731","1.84399","329.6","12.48124","96.83212","736.843","11.4162","0.4602451","9.086899","155.4949","410.441","16.41547","2.62152"
"2023-04-07 23:30:00","41.74679","1.844268","255.4","12.07369","96.8266","736.8788","11.31965","0.4564576","9.077814","154.0382","419.9584","16.41473","2.621203"
"2023-04-08 00:00:00","41.74715","1.84425","292","11.47308","96.82029","737.0155","11.26234","0.4643006","9.07948","157.0041","416.7131","16.39603","2.628141"
"2023-04-08 00:30:00","41.74719","1.844202","289.4","11.16206","96.81581","737.1016","11.19574","0.4566634","9.06504","154.9966","416.7587","16.36318","2.646061"
"2023-04-08 01:00:00","41.74717","1.844242","287.3","10.80813","96.8074","737.2982","11.16554","0.4557067","9.07655","160.2037","417.2218","16.33458","2.629957"
"2023-04-08 01:30:00","41.74725","1.844165","296.9","10.26115","96.80267","737.3922","11.12773","0.4530925","9.059773","159.3335","416.6606","16.29948","2.632308"
"2023-04-08 02:00:00","41.74727","1.844202","305.7","9.499664","96.79609","737.5905","11.05899","0.4430901","9.068067","157.2759","416.4645","16.28636","2.626008"
"2023-04-08 02:30:00","41.74709","1.844268","272.7","9.04921","96.79161","737.6073","11.02709","0.4427947","9.061727","155.6356","416.5762","16.24814","2.633671"
"2023-04-08 03:00:00","41.74696","1.844323","291.2","8.588032","96.78556","737.6683","10.999","0.4476042","9.054323","154.856","417.2969","16.19355","2.63755"
"2023-04-08 03:30:00","41.74712","1.844312","279.1","8.04105","96.7803","737.5509","10.91511","0.4177462","9.052628","156.8372","416.4376","16.13361","2.635525"
"2023-04-08 04:00:00","41.7472","1.844275","279.5","7.805099","96.77451","737.6114","10.8083","0.4318031","9.038083","158.4561","416.7703","16.08287","2.629371"
"2023-04-08 04:30:00","41.7472","1.844337","272.6","7.408272","96.7682","737.5348","10.80589","0.4071678","9.045485","160.0893","416.674","16.07672","2.626821"
"2023-04-08 05:00:00","41.74702","1.844025","299","7.225945","96.76294","737.517","10.76791","0.4144386","9.037726","154.1336","407.3322","16.03706","2.611633"
"2023-04-08 05:30:00","41.74731","1.844465","327.7","6.786217","96.75689","737.5282","10.77084","0.4240941","9.039858","158.6969","407.6664","15.99819","2.619552"
"2023-04-08 06:00:00","41.74704","1.844035","295.4","6.657513","96.75163","737.5831","10.75199","0.4058198","9.034032","158.6349","407.0475","15.96274","2.640541"
"2023-04-08 06:30:00","41.74729","1.844042","267.6","6.303585","96.74637","737.5807","10.6889","0.4038713","9.027969","156.8325","416.0018","15.90565","2.620966"
"2023-04-08 07:00:00","41.74707","1.844238","297.5","5.83168","96.73848","737.6615","10.67893","0.401818","9.033722","157.5549","415.1763","15.8687","2.620589"
"2023-04-08 07:30:00","41.74723","1.844183","351","5.820957","96.73374","737.7869","10.65249","0.4060766","9.019142","154.8941","413.3622","15.81278","2.630771"
"2023-04-08 08:00:00","41.7493","1.843843","419.9","5.981834","96.72796","738.0291","10.5979","0.4019123","9.024399","165.4108","414.6748","15.77236","2.629101"
"2023-04-08 08:30:00","41.747","1.84437","290.4","6.73259","96.72269","738.0316","10.5618","0.3903934","9.008118","160.8117","413.1312","15.73347","2.628929"
"2023-04-08 09:00:00","41.747","1.84437","290.4","7.783649","96.7177","738.2402","10.6339","0.3968579","9.021341","160.156","414.2233","15.68891","2.621866"
"2023-04-08 09:30:00","41.74706","1.84432","298.7","8.931236","96.71059","738.2808","10.67018","0.3856679","9.011209","166.4622","413.8498","15.68506","2.638748"
"2023-04-08 10:00:00","41.74718","1.845067","-24.3","10.46492","96.70639","738.2574","10.70759","0.3909669","9.025815","163.8158","404.7531","15.70179","2.624788"
"2023-04-08 10:30:00","41.74723","1.844152","301.1","11.83774","96.69981","738.3271","10.78839","0.3729401","9.043993","170.3031","405.6606","15.76032","2.62824"
"2023-04-08 11:00:00","41.74716","1.844013","281.9","13.08185","96.69481","738.3971","10.9264","0.3765417","9.04401","170.4247","405.8035","15.82842","2.631536"
"2023-04-08 11:30:00","41.74715","1.84423","279.2","14.39031","96.68456","738.3046","11.01547","0.3767089","9.059283","181.5183","408.4706","15.86943","2.628298"
"2023-04-08 12:00:00","41.7468","1.84425","273.9","15.84892","96.68034","738.1391","11.08897","0.4040691","9.046304","175.1049","408.8889","15.87395","2.628709"
"2023-04-08 12:30:00","41.7468","1.84425","273.9","16.72838","96.67614","737.9944","11.24419","0.4176888","9.07573","169.7047","407.2505","15.89669","2.63525"
"2023-04-08 13:00:00","41.7473","1.84433","299.7","17.25391","96.6643","737.9106","11.26665","0.4131995","9.067904","169.5235","407.0923","15.88002","2.632221"
"2023-04-08 13:30:00","41.74675","1.844138","261.9","17.61856","96.65825","737.8364","11.47224","0.4355628","9.09594","169.3637","410.0927","15.9292","2.636225"
"2023-04-08 14:00:00","41.74712","1.844217","303.8","18.1441","96.65351","737.7117","11.64832","0.4469675","9.086702","162.3972","411.4368","15.99302","2.638208"
"2023-04-08 14:30:00","41.74729","1.844383","332.8","18.47657","96.64693","737.5727","11.79496","0.4654651","9.109036","161.7749","412.4038","16.52157","2.631685"
"2023-04-08 15:00:00","41.74757","1.844213","317.8","19.13081","96.6401","737.4489","11.76827","0.4591168","9.105576","165.2677","415.3329","16.53424","2.641112"
"2023-04-08 15:30:00","41.74562","1.843857","128.4","19.54908","96.63457","737.3506","11.83886","0.4794746","9.110992","160.1584","431.9973","16.56538","2.639017"
"2023-04-08 16:00:00","41.74715","1.844287","303.6","19.77431","96.62353","737.368","11.87051","0.5017121","9.123469","158.1748","429.903","16.58149","2.640608"
"2023-04-08 16:30:00","41.74724","1.844223","284.4","19.79576","96.61826","737.3372","11.77659","0.5012448","9.091176","150.3522","424.01","16.18852","2.629734"
"2023-04-08 17:00:00","41.74734","1.84451","246.7","20.14969","96.6109","737.4125","12.01088","0.5244045","9.119031","157.0876","419.7702","16.39321","2.629085"
"2023-04-08 17:30:00","41.7473","1.844202","271.1","20.09606","96.60538","737.6251","11.95983","0.5250053","9.096247","149.5512","418.5022","16.26373","2.628678"
"2023-04-08 18:00:00","41.7473","1.844202","271.1","20.08533","96.60038","737.6868","12.09052","0.5309857","9.118573","155.0634","422.7384","16.36227","2.635064"
"2023-04-08 18:30:00","41.74729","1.844488","332","22.51994","96.59354","737.9109","12.0331","0.5357667","9.11492","153.2157","426.7465","16.49594","2.622099"
"2023-04-08 19:00:00","41.74738","1.844288","308.3","24.3432","96.58854","738.1578","11.9852","0.5462156","9.093182","155.4353","425.2923","16.62406","2.633686"
"2023-04-08 19:30:00","41.74722","1.844222","301.8","22.46631","96.57671","738.4925","11.92928","0.5190293","9.093128","160.4946","425.086","16.70081","2.623692"
"2023-04-08 20:00:00","41.74716","1.844187","305.6","21.14712","96.57066","738.6918","11.66926","0.5117057","9.087895","161.4125","423.7278","16.73519","2.64418"
"2023-04-08 20:30:00","41.74691","1.844262","292.7","15.24832","96.56408","738.8745","11.53716","0.5296471","9.085333","157.7242","424.6001","16.70806","2.63525"
"2023-04-08 21:00:00","41.74733","1.844235","287.5","13.45723","96.55856","739.0913","11.46144","0.5141056","9.065054","154.825","425.6469","16.6416","2.62131"
"2023-04-08 21:30:00","41.74695","1.844297","274.9","12.55632","96.55119","739.4003","11.36788","0.5200617","9.070734","162.3352","424.4282","16.5906","2.631089"
"2023-04-08 22:00:00","41.74704","1.844195","295.1","12.02006","96.54593","739.6284","11.3595","0.505209","9.07082","162.142","425.4982","16.53962","2.634278"
"2023-04-08 22:30:00","41.74706","1.844325","235.6","11.62323","96.54093","739.7804","11.2944","0.4924182","9.058797","158.8328","415.1619","16.51082","2.639107"
"2023-04-08 23:00:00","41.74704","1.844365","264.5","11.49453","96.53488","739.9534","11.28278","0.461563","9.050211","151.8042","415.0724","16.48504","2.634989"
"2023-04-08 23:30:00","41.74738","1.84404","295","11.29076","96.52936","740.0443","11.14654","0.4462221","9.044438","153.3682","414.9075","16.45589","2.620634"
"2023-04-09 00:00:00","41.7471","1.844365","305.9","10.55072","96.52331","740.0491","11.2704","0.4588911","9.071443","155.5855","424.8854","16.48299","2.630819"
