"Propiedades de la ubicación"
"Nombre de la ubicación = Unnamed"
"Identificación de ubicación = 99b19a22-da0c-4101-883b-8835c7c43bcb"
""
"Propiedades del informe"
"Hora de inicio = 2023-03-30 12:50:25"
"Duración = 34.21:09:35"
"Lecturas = 1676"
"Intervalo de tiempo = 02:00:00"
""
"Propiedades de los instrumentos"
"Modelo del dispositivo = VuLink Cellular"
"Dispositivo SN = 970485"
"Firmware del dispositivo = 1.70"
""
"Propiedades de los instrumentos"
"Modelo del dispositivo = Aqua TROLL 500"
"Dispositivo SN = 1002779"
""
"Propiedades del registro"
"Nombre del registro = Log_2023-03-30"
"Tipo de log = Lineal"
"Número de archivo de registro = 2"
"Identificación del registro = 6536ec03-c5f3-4c88-8b6f-1b61dd267e56"
"Habilitado empaquetado de registros = True"
"Intervalo = 00:30:00"
""
""
"","VuLink Cellular 970485",,,"Aqua TROLL 500 1002779",,,,,,,
"Fecha Hora","Temperatura (°C) (970485)","Capacidad de la batería (%) (970485)","Presión barométrica (mm Hg) (970485)","Turbidez (NTU) (1001626)","Fluorescencia de BGA-PE (algas verdiazules-ficoeritrina) (RFU) (1005408)","Fluorescencia de BGA-PC (algas verdiazules-ficocianina) (RFU) (1008102)","Fluorescencia de clorofila-a (RFU) (1005345)","Temperatura (°C) (1002779)","Voltaje externo (V) (1002779)","Presión (psi) (997880)","Profundidad (ft) (997880)"
"2023-04-17 20:00:00","23.43156","96.08981","736.3855","2.226427","0","0.4472856","16.29069","17.01859","15.714","1.33203","3.700548"
"2023-04-17 20:30:00","18.06902","96.0877","736.6104","3.076028","0","0.4191206","5.00864","17.06796","15.687","1.33372","3.704674"
"2023-04-17 21:00:00","15.19469","96.08454","736.8781","6.231953","0","0.4356114","5.19468","17.03983","15.696","1.334811","3.707106"
"2023-04-17 21:30:00","14.54046","96.08244","737.1431","5.119534","0","0.4164567","5.072508","17.1084","15.696","1.335109","3.707649"
"2023-04-17 22:00:00","14.21871","96.08034","737.2727","4.582648","0","0.3654757","5.274509","17.09299","15.696","1.332273","3.701245"
"2023-04-17 22:30:00","13.84333","96.07744","737.2493","3.443132","0","0.4363048","5.039376","17.07898","15.696","1.328662","3.692765"
"2023-04-17 23:00:00","13.4894","96.07534","737.2408","3.320688","0","0.4092285","4.97054","17.04395","15.687","1.342629","3.72508"
"2023-04-17 23:30:00","13.3607","96.07244","737.2943","3.579105","0","0.4114628","4.937187","17.0307","15.714","1.331398","3.698981"
"2023-04-18 00:00:00","13.24273","96.07034","737.1514","2.706913","0","0.4361219","4.87455","17.01706","15.678","1.336225","3.710223"
"2023-04-18 00:30:00","13.04967","96.06692","737.2062","3.7513","0","0.4149653","16.04103","17.00623","15.678","1.332172","3.701098"
"2023-04-18 01:00:00","12.9746","96.06455","737.1224","2.343835","0","0.4154512","4.707024","16.99072","15.696","1.332715","3.702322"
"2023-04-18 01:30:00","12.8888","96.06166","737.0623","3.876396","0","0.3850611","4.764767","16.96426","15.714","1.337082","3.712343"
"2023-04-18 02:00:00","12.86734","96.05981","737.0416","2.747202","0","0.4268515","4.65873","16.92993","15.696","1.336102","3.709933"
"2023-04-18 02:30:00","12.67429","96.05772","736.7775","2.908928","0","0.4409599","4.460467","16.92767","15.678","1.334989","3.707566"
"2023-04-18 03:00:00","12.12732","96.05482","736.5724","3.619304","0","0.4224599","4.498999","16.90143","15.714","1.331958","3.700598"
"2023-04-18 03:30:00","11.58033","96.05271","736.5443","3.98078","0","0.4341084","4.557745","16.88702","15.714","1.334513","3.706412"
"2023-04-18 04:00:00","11.33366","96.04956","736.616","1.086362","0","0.4211707","4.441455","16.85342","15.705","1.334806","3.7071"
"2023-04-18 04:30:00","11.21568","96.04771","736.4743","3.253511","0","0.3852506","4.373747","16.82751","15.696","1.332544","3.70174"
"2023-04-18 05:00:00","11.06553","96.04456","736.2976","3.43653","0","0.4266535","14.37182","16.7933","15.678","1.331344","3.699159"
"2023-04-18 05:30:00","11.00118","96.04272","736.257","1.655663","0","0.4227974","4.016149","16.7692","15.696","1.332855","3.702594"
"2023-04-18 06:00:00","11.07626","96.03983","736.132","2.723996","0","0.4197079","4.296546","16.73734","15.687","1.337491","3.713334"
"2023-04-18 06:30:00","11.22641","96.03799","736.1713","2.581338","0","0.4185796","4.386945","16.72238","15.696","1.334395","3.706222"
"2023-04-18 07:00:00","10.89393","96.03535","736.1817","3.218533","0","0.3887366","4.462131","16.70172","15.696","1.332788","3.70249"
"2023-04-18 07:30:00","10.69015","96.02798","736.243","2.481073","0","0.4221922","4.72123","16.66608","15.687","1.335963","3.709815"
"2023-04-18 08:00:00","10.54","96.02589","736.3749","3.019464","0","0.3815111","4.886563","16.62561","15.687","1.337045","3.712108"
"2023-04-18 08:30:00","10.3255","96.02299","736.4331","2.910685","0","0.4510798","4.68922","16.6088","15.696","1.330699","3.697247"
"2023-04-18 09:00:00","11.10843","96.02089","736.6021","3.149475","0","0.4195677","4.601241","16.58261","15.687","1.340122","3.719207"
"2023-04-18 09:30:00","11.76266","96.01799","736.6111","3.005255","0","0.4151556","4.523313","16.57474","15.669","1.334923","3.707405"
"2023-04-18 10:00:00","13.232","96.01615","736.6697","3.31859","0","0.405365","4.447901","16.578","15.696","1.333673","3.704324"
"2023-04-18 10:30:00","13.03895","96.01273","736.6689","1.550039","0","0.00477656","5.868378","16.57465","15.714","1.334307","3.705799"
"2023-04-18 11:00:00","14.34741","96.01063","736.6938","2.238317","0","0.01437113","4.07462","16.57538","15.705","1.33779","3.713978"
"2023-04-18 11:30:00","15.09817","96.008","736.6832","4.732442","0","0.4330581","4.289441","16.59784","15.723","1.3281","3.69147"
"2023-04-18 12:00:00","16.53533","96.00616","736.5602","2.592454","0","0.4035183","4.366755","16.73123","15.723","1.333614","3.70434"
"2023-04-18 12:30:00","17.70436","96.00405","736.3934","2.580622","0","0.4486718","3.81964","16.87836","15.705","1.327485","3.690058"
"2023-04-18 13:00:00","18.21917","96.00089","736.2825","3.450776","0","0.4519813","3.849121","16.98276","15.705","1.328625","3.692687"
"2023-04-18 13:30:00","16.95361","95.99879","736.1252","2.500659","0","0.4305956","4.6518","17.00485","15.696","1.329888","3.695691"
"2023-04-18 14:00:00","16.29938","95.99537","735.9681","5.911424","0","0.4313967","5.509207","16.97968","15.687","1.329945","3.695809"
"2023-04-18 14:30:00","17.57566","95.99326","736.0168","3.714135","0","0.4056839","4.186634","16.94617","15.705","1.331757","3.700112"
"2023-04-18 15:00:00","21.24364","95.99011","735.9948","17.87611","0","0.4504538","3.889821","17.08899","15.705","1.329661","3.695232"
"2023-04-18 15:30:00","22.64864","95.98827","735.9478","4.708312","0","0.3589618","4.350302","16.99371","15.696","1.324172","3.682499"
"2023-04-18 16:00:00","22.08021","95.98485","735.8636","2.834312","0","0.3895883","27.45033","16.84146","15.723","1.328473","3.692227"
"2023-04-18 16:30:00","20.25694","95.98274","735.8341","24.82924","0","0.3406911","28.09763","16.82202","15.687","1.331384","3.699251"
"2023-04-18 17:00:00","18.03684","95.98038","735.8779","2.92982","0","0.3393443","5.937598","16.72208","15.687","1.329696","3.695047"
"2023-04-18 17:30:00","19.27023","95.97722","735.9603","16.05824","0","0.3549752","5.023268","16.70352","15.696","1.331361","3.699076"
"2023-04-18 18:00:00","20.71812","95.97485","736.0547","2.887121","0","0.3879977","5.340528","16.72275","15.723","1.328013","3.691431"
"2023-04-18 18:30:00","19.31313","95.97169","736.1166","1.770075","0","0.3481918","6.117535","16.71545","15.696","1.335046","3.707684"
"2023-04-18 19:00:00","20.77174","95.96933","736.1073","2.824719","0","0.3123717","5.696836","16.75043","15.714","1.324789","3.683988"
"2023-04-18 19:30:00","23.68897","95.96564","736.2505","2.900444","0","0.007723555","7.710658","16.77805","15.696","1.328734","3.693173"
"2023-04-18 20:00:00","19.73141","95.96354","736.3364","7.794029","0","0.002985343","5.890452","16.81772","15.696","1.332986","3.702752"
"2023-04-18 20:30:00","16.0098","95.96012","736.4505","3.799796","0","0.3181435","6.782748","16.84027","15.687","1.333666","3.704511"
"2023-04-18 21:00:00","14.35814","95.95776","736.6395","2.619196","0","0.2603352","6.279963","16.81879","15.696","1.332689","3.702217"
"2023-04-18 21:30:00","13.59665","95.95565","736.9147","3.225989","0","0.3030345","6.230869","16.83157","15.687","1.337404","3.712931"
"2023-04-18 22:00:00","12.9746","95.95276","737.08","4.446495","0","0.3034479","5.973999","16.82446","15.678","1.336314","3.710417"
"2023-04-18 22:30:00","12.42762","95.95065","737.4007","5.51322","0","0.2978954","6.116392","16.78845","15.696","1.339616","3.718129"
"2023-04-18 23:00:00","12.10587","95.94749","737.6324","50.70074","0","0.3082946","6.027993","16.75534","15.687","1.336265","3.710458"
"2023-04-18 23:30:00","11.55888","95.94566","737.7205","3.416853","0","0.2693073","6.216144","16.72366","15.696","1.33575","3.709211"
"2023-04-19 00:00:00","10.77595","95.94224","737.777","8.570872","0","0","7.270516","16.70206","15.687","1.335352","3.708282"
"2023-04-19 00:30:00","10.13245","95.94039","737.8409","22.70415","0","0","5.685809","16.67874","15.687","1.334747","3.706899"
"2023-04-19 01:00:00","9.488941","95.9375","737.8045","0.7097395","0","0.2790049","6.210454","16.65567","15.687","1.336946","3.712078"
"2023-04-19 01:30:00","9.038486","95.93566","737.8257","7.696005","0","0.2809996","6.019228","16.62463","15.705","1.333776","3.704576"
"2023-04-19 02:00:00","8.427155","95.93356","737.8766","2.777154","0","0.2312497","6.218238","16.60471","15.687","1.334422","3.706255"
"2023-04-19 02:30:00","8.0625","95.93066","737.8662","2.51932","0","0.2426446","6.161983","16.57593","15.696","1.336114","3.710045"
"2023-04-19 03:00:00","7.901627","95.92882","737.6956","5.110338","0","0.2393891","5.928875","16.54413","15.687","1.333414","3.703883"
"2023-04-19 03:30:00","7.751472","95.92593","737.5732","3.046726","0","0.2651877","5.975545","16.52362","15.696","1.335842","3.709531"
"2023-04-19 04:00:00","7.333195","95.92382","737.5248","13.66996","0","0.3029487","6.067141","16.48795","15.687","1.339445","3.717841"
"2023-04-19 04:30:00","7.172318","95.9204","737.4313","3.335553","0","0.2342402","8.898329","16.45642","15.678","1.340628","3.720574"
"2023-04-19 05:00:00","6.560989","95.91856","737.3511","2.139855","0","0.2356162","5.355182","16.42191","15.678","1.335263","3.708195"
"2023-04-19 05:30:00","6.228512","95.91566","737.3232","3.600543","0","0.2596332","5.934851","16.38715","15.714","1.338423","3.715287"
"2023-04-19 06:00:00","6.282135","95.91383","737.3679","1.731084","0","0.2068669","5.846974","16.35654","15.714","1.336748","3.711424"
"2023-04-19 06:30:00","5.971107","95.91172","737.4077","3.714118","0","0.2371078","5.746539","16.32462","15.669","1.334268","3.705703"
"2023-04-19 07:00:00","5.338326","95.90804","737.4135","40.11517","0","0.2491402","5.853093","16.27206","15.669","1.344769","3.730069"
"2023-04-19 07:30:00","5.66008","95.90146","737.5096","3.912842","0","0.2731896","5.859108","16.24634","15.678","1.336239","3.710147"
"2023-04-19 08:00:00","7.311745","95.89883","737.6208","2.445942","0","0.263071","5.962855","16.21771","15.687","1.33796","3.71437"
"2023-04-19 08:30:00","8.695282","95.89699","737.7243","3.270658","0","0.318233","5.381953","16.19092","15.714","1.335797","3.709121"
"2023-04-19 09:00:00","9.521114","95.8941","737.736","4.849269","0","0.3025988","5.397422","16.17441","15.696","1.337339","3.712938"
"2023-04-19 09:30:00","9.714169","95.89226","737.6776","3.470071","0","0.2955724","4.864679","16.16797","15.687","1.341572","3.7227"
"2023-04-19 10:00:00","10.80813","95.8891","737.6111","2.616626","0","0.3147027","19.19582","16.19485","15.687","1.331564","3.69955"
"2023-04-19 10:30:00","11.63396","95.88726","737.5618","3.937008","0","0.3143774","5.02539","16.21426","15.696","1.33597","3.709719"
"2023-04-19 11:00:00","12.56704","95.88463","737.5122","14.75216","0","0.2970876","5.512548","16.19788","15.687","1.34003","3.719148"
"2023-04-19 11:30:00","13.76825","95.88252","737.3842","26.5564","0","0.3101194","5.580441","16.22015","15.678","1.338146","3.714733"
"2023-04-19 12:00:00","15.4521","95.88042","737.116","2.773533","0","0.2698074","5.024371","16.26208","15.723","1.339903","3.718851"
"2023-04-19 12:30:00","16.66403","95.87753","736.7788","1.160857","0.007524082","0.338056","4.794358","16.30804","15.687","1.337366","3.712928"
"2023-04-19 13:00:00","17.47914","95.87516","736.569","0.6600547","0","0.3691242","5.232719","16.45584","15.687","1.334427","3.706219"
"2023-04-19 13:30:00","18.16554","95.872","736.2335","2.922172","0","0.3813937","5.516416","16.50531","15.696","1.334824","3.707134"
"2023-04-19 14:00:00","18.66962","95.8699","735.9039","2.465077","0","0.2964027","5.646831","16.48459","15.696","1.337449","3.713125"
"2023-04-19 14:30:00","19.36675","95.86621","735.6061","3.131428","0","0.3418008","27.87597","16.51855","15.696","1.325535","3.685788"
"2023-04-19 15:00:00","20.22476","95.86385","735.4124","3.14539","0","0.3216679","5.251177","16.67587","15.696","1.329747","3.695354"
"2023-04-19 15:30:00","20.83609","95.86095","735.1414","3.686793","0","0.3281181","5.297421","16.64441","15.687","1.332747","3.702286"
"2023-04-19 16:00:00","21.66193","95.85859","734.799","5.62496","0","0.3027929","5.540869","16.85507","15.705","1.327317","3.68967"
"2023-04-19 16:30:00","22.25181","95.85648","734.5521","3.920083","0","0.2846532","5.069484","16.69635","15.696","1.322186","3.677977"
"2023-04-19 17:00:00","22.63791","95.85358","734.3171","9.245231","0","0.282445","4.822418","16.58923","15.723","1.329829","3.695666"
"2023-04-19 17:30:00","22.63791","95.85149","734.0681","3.270106","0","0.2812323","4.525748","16.54376","15.705","1.328722","3.69306"
"2023-04-19 18:00:00","25.17976","95.84833","734.0432","4.405305","0","0.2657289","5.673878","16.63156","15.696","1.329532","3.694862"
"2023-04-19 18:30:00","30.23128","95.84622","734.2813","4.665058","0","0.3242903","4.930576","16.79794","15.705","1.32652","3.687981"
"2023-04-19 19:00:00","30.61739","95.84228","734.3904","4.032557","0","0.3802791","14.06609","16.75739","15.705","1.325851","3.686379"
"2023-04-19 19:30:00","29.9846","95.83991","734.5325","10.51507","0","0.3853059","4.500854","16.81842","15.714","1.327754","3.690575"
"2023-04-19 20:00:00","28.10771","95.83675","734.6287","3.886488","0","0.3228176","6.290414","16.68903","15.714","1.331985","3.700593"
"2023-04-19 20:30:00","20.69667","95.83439","734.7689","15.15696","0","0.3291192","6.396572","16.74796","15.705","1.327128","3.689431"
"2023-04-19 21:00:00","16.64258","95.83202","734.97","8.078998","0","0.2587876","6.403613","16.91891","15.705","1.337271","3.712784"
"2023-04-19 21:30:00","15.20542","95.82887","735.4532","4.222579","0","0.3666985","5.292392","17.25012","15.696","1.332953","3.702755"
"2023-04-19 22:00:00","14.29379","95.82676","735.6149","3.260209","0","0.3455559","4.80754","17.36935","15.696","1.338984","3.71681"
"2023-04-19 22:30:00","13.71463","95.8236","735.625","2.435859","0","0.3861262","4.622112","17.55478","15.714","1.332888","3.702519"
"2023-04-19 23:00:00","13.0604","95.82176","735.6777","2.739119","0","0.333223","4.571949","17.52908","15.687","1.335841","3.709411"
"2023-04-19 23:30:00","12.64212","95.81886","735.6617","2.79484","0","0.3647911","4.526474","17.55579","15.678","1.339555","3.718053"
"2023-04-20 00:00:00","12.64212","95.81676","735.6558","3.631147","0","0.3175463","4.775042","17.42017","15.696","1.337933","3.714246"
"2023-04-20 00:30:00","11.95571","95.81361","735.4794","2.874213","0","0.3620046","7.097017","17.46896","15.678","1.334356","3.705991"
"2023-04-20 01:00:00","10.93683","95.81176","735.3465","1.775775","0","0.3675508","6.752946","17.45673","15.687","1.335786","3.709198"
"2023-04-20 01:30:00","10.48637","95.80966","735.3594","3.565445","0","0.3991407","4.124046","17.44077","15.687","1.338562","3.715687"
"2023-04-20 02:00:00","9.757069","95.80703","735.2254","1.843546","0","0.3738178","4.032235","17.4024","15.687","1.335382","3.708498"
"2023-04-20 02:30:00","9.446041","95.80492","735.0068","1.743171","0","0.3581114","4.040621","17.34775","15.687","1.336067","3.709998"
"2023-04-20 03:00:00","9.188637","95.80203","734.7374","5.909769","0","0.3669387","3.982628","17.29782","15.687","1.333454","3.70382"
"2023-04-20 03:30:00","8.566582","95.80019","734.442","1.469596","0","0.3648581","3.977787","17.24609","15.696","1.341872","3.723435"
"2023-04-20 04:00:00","7.858727","95.79756","734.163","1.854601","0","0.3655776","4.302341","17.16922","15.705","1.336349","3.710649"
"2023-04-20 04:30:00","7.397545","95.79519","733.8799","54.34403","0","0.3496186","4.116137","17.08936","15.669","1.336653","3.711282"
"2023-04-20 05:00:00","7.279572","95.79204","733.7568","2.410624","0","0","5.443397","17.00201","15.696","1.333819","3.704807"
"2023-04-20 05:30:00","7.172318","95.79019","733.6771","2.848422","0","0.0005402081","5.607177","16.94336","15.705","1.339682","3.718269"
"2023-04-20 06:00:00","7.054344","95.78835","733.5085","2.890553","0","0.3070376","4.342278","16.88235","15.705","1.336434","3.71085"
"2023-04-20 06:30:00","6.743317","95.78519","733.4521","1.920384","0","0.2902773","4.550941","16.81088","15.687","1.3322","3.701134"
"2023-04-20 07:00:00","6.700413","95.78256","733.4063","1.897621","0","0.301593","4.736278","16.74557","15.687","1.334106","3.70542"
"2023-04-20 07:30:00","6.957817","95.7752","733.4418","2.071993","0","0.2904875","4.825068","16.67368","15.678","1.335588","3.70895"
"2023-04-20 08:00:00","6.90419","95.77309","733.4113","2.960098","0","0.2894868","4.631325","16.62979","15.678","1.336517","3.711047"
"2023-04-20 08:30:00","7.279572","95.7702","733.3761","3.459373","0","0.3210674","4.70454","16.58075","15.678","1.336799","3.711625"
"2023-04-20 09:00:00","8.727459","95.76836","733.2461","3.079558","0","0.3017424","4.623561","16.55307","15.687","1.337814","3.714033"
"2023-04-20 09:30:00","10.1539","95.76546","733.1226","34.52903","0","0.3292471","4.669734","16.54474","15.687","1.337955","3.714299"
"2023-04-20 10:00:00","11.68758","95.76363","732.8688","2.358416","0","0.3132102","4.809538","16.5372","15.687","1.337201","3.712553"
"2023-04-20 10:30:00","12.81372","95.76047","732.6135","2.390847","0","0.3169999","22.15583","16.578","15.678","1.330627","3.697396"
"2023-04-20 11:00:00","13.7039","95.75836","732.5048","0.7422364","0","0.3945592","4.094911","16.5947","15.723","1.333687","3.704512"
"2023-04-20 11:30:00","15.06599","95.75574","732.2721","2.780252","0","0.3334745","4.236011","16.68005","15.678","1.332762","3.702379"
"2023-04-20 12:00:00","16.4817","95.75363","732.0018","1.479564","0","0.3994478","4.422127","16.66833","15.687","1.333794","3.704769"
"2023-04-20 12:30:00","18.07974","95.75179","731.5917","3.528023","0","0.3823302","4.484965","16.67303","15.696","1.333805","3.704714"
"2023-04-20 13:00:00","19.98881","95.74837","731.3319","2.438248","0","0.3782364","4.533289","16.72931","15.696","1.331388","3.698966"
"2023-04-20 13:30:00","21.37234","95.74626","730.9152","2.455716","0","0.3926633","4.252173","16.81317","15.696","1.331306","3.698956"
"2023-04-20 14:00:00","23.01329","95.74311","730.4837","2.152338","0","0.4155797","4.482784","16.79776","15.696","1.328151","3.691677"
"2023-04-20 14:30:00","24.5148","95.74074","730.3568","4.545411","0","0.4031034","3.881092","16.77725","15.696","1.329222","3.694153"
"2023-04-20 15:00:00","26.20937","95.73732","730.2804","2.277486","0","0.4106643","20.45698","16.77921","15.732","1.32811","3.691643"
"2023-04-20 15:30:00","25.08323","95.73521","729.8723","2.894163","0","0.4008143","3.557528","16.78751","15.723","1.326528","3.687933"
"2023-04-20 16:00:00","25.25484","95.73206","729.6187","3.946374","0","0.3880998","3.211536","16.81665","15.696","1.329764","3.695459"
"2023-04-20 16:30:00","25.68384","95.72996","729.5884","2.853938","0","0.3499139","3.443203","16.90439","15.714","1.328311","3.692041"
"2023-04-20 17:00:00","25.69456","95.72758","729.3719","3.675621","0","0.3150358","3.37774","16.87576","15.723","1.323396","3.680821"
"2023-04-20 17:30:00","23.18489","95.72443","729.4836","2.866022","0","0.2809136","4.766591","16.76108","15.705","1.325708","3.686119"
"2023-04-20 18:00:00","20.9219","95.72233","729.7811","10.11108","0","0.3220647","4.835655","16.92972","15.696","1.326834","3.688639"
"2023-04-20 18:30:00","19.64561","95.71917","730.2385","5.052347","0","0.3301176","4.635466","17.39783","15.696","1.330101","3.69632"
"2023-04-20 19:00:00","18.71252","95.71706","730.795","43.52156","0","0.3260576","4.972143","17.29892","15.723","1.332742","3.702332"
"2023-04-20 19:30:00","18.5302","95.71365","730.9719","3.592766","0","0.2937404","16.76498","17.24939","15.687","1.334246","3.705742"
"2023-04-20 20:00:00","18.4015","95.71154","731.0307","2.485494","0","0.3295243","4.559","17.40854","15.696","1.335058","3.707755"
"2023-04-20 20:30:00","17.84379","95.70865","731.1166","3.445922","0","0.4108177","4.521046","17.43823","15.687","1.331133","3.698556"
"2023-04-20 21:00:00","16.44953","95.70654","731.2131","30.41467","0","0.3888842","4.549815","17.54028","15.687","1.334472","3.706258"
"2023-04-20 21:30:00","15.59152","95.70444","731.5789","3.551571","0","0.3418788","4.256689","17.72821","15.723","1.3339","3.70494"
"2023-04-20 22:00:00","14.98019","95.70155","731.7001","3.752612","0","0.3364411","4.709727","17.54556","15.687","1.335101","3.707775"
"2023-04-20 22:30:00","14.42249","95.69944","731.7974","4.714305","0","0.3562943","4.663785","17.59479","15.696","1.331005","3.698261"
"2023-04-20 23:00:00","14.09001","95.69655","731.9575","4.504735","0","0.3422886","4.490128","17.58322","15.696","1.337152","3.712558"
"2023-04-20 23:30:00","13.68245","95.69444","731.976","3.312291","0","0.3329509","4.475362","17.5441","15.696","1.33561","3.708949"
"2023-04-21 00:00:00","13.15693","95.69128","732.125","3.502342","0","0.3398477","4.371354","17.49432","15.687","1.33501","3.707615"
"2023-04-21 00:30:00","12.67429","95.68919","732.1036","3.42251","0","0.3213648","4.238663","17.44934","15.714","1.333027","3.702985"
"2023-04-21 01:00:00","12.55632","95.68655","732.1486","3.000512","0","0.295561","4.426498","17.42838","15.687","1.331357","3.699138"
"2023-04-21 01:30:00","11.70903","95.68445","732.0422","2.725981","0","0.3145883","4.392281","17.39658","15.696","1.334401","3.705908"
"2023-04-21 02:00:00","10.94755","95.68261","732.0294","2.77649","0","0.1005682","4.180877","17.35138","15.714","1.332484","3.70178"
"2023-04-21 02:30:00","10.4542","95.67945","731.8549","2.745508","0","0.3121274","4.285331","17.31039","15.687","1.331098","3.698587"
"2023-04-21 03:00:00","10.2397","95.67735","731.7369","3.056145","0","0.3353802","4.241384","17.28915","15.696","1.336873","3.711936"
"2023-04-21 03:30:00","9.585464","95.67419","731.6514","2.515924","0","0.2697532","4.192275","17.24014","15.687","1.336564","3.711"
"2023-04-21 04:00:00","9.317337","95.67262","731.6055","3.366935","0","0.2891","4.025494","17.18808","15.678","1.335032","3.707458"
"2023-04-21 04:30:00","8.984859","95.66972","731.5879","1.288979","0","0.265168","3.938742","17.15811","15.687","1.339551","3.718034"
"2023-04-21 05:00:00","8.738182","95.66761","731.5718","2.203801","0","0.2893479","4.402973","17.13815","15.678","1.334481","3.70634"
"2023-04-21 05:30:00","8.641659","95.66472","731.5989","1.524721","0","0.2455327","7.654561","17.07779","15.687","1.335781","3.709353"
"2023-04-21 06:00:00","8.823982","95.66261","731.4797","1.623359","0","0.2487976","7.495379","17.04224","15.687","1.341873","3.723341"
"2023-04-21 06:30:00","9.124287","95.66077","731.4361","2.315569","0","0.1812708","4.182118","17.00003","15.678","1.34079","3.720651"
"2023-04-21 07:00:00","9.692719","95.65709","731.5799","2.468472","0","0.2423316","4.336709","16.97394","15.696","1.335143","3.707871"
"2023-04-21 07:30:00","10.34695","95.65025","731.7592","2.572389","0","0.2443204","4.601982","16.9437","15.678","1.327889","3.69114"
"2023-04-21 08:00:00","10.969","95.64709","731.8633","2.356896","0","0.2522443","4.361487","16.91742","15.696","1.334266","3.705698"
"2023-04-21 08:30:00","11.16206","95.64552","731.9835","17.84605","0","0.2333143","4.322738","16.89172","15.714","1.334867","3.707233"
"2023-04-21 09:00:00","12.09514","95.64236","732.0221","28.91694","0","0.2427193","4.229442","16.87701","15.687","1.329453","3.694787"
"2023-04-21 09:30:00","14.18653","95.64052","732.1025","1.019493","0","0.2760896","3.912239","16.87451","15.705","1.336424","3.710831"
"2023-04-21 10:00:00","15.36629","95.6371","732.1376","0.05263622","0","0.02845829","4.906386","16.87753","15.687","1.324568","3.683226"
"2023-04-21 10:30:00","17.14666","95.63526","732.2686","5.184918","0","0.02096313","3.780602","16.8923","15.696","1.3277","3.690702"
"2023-04-21 11:00:00","18.58382","95.63236","732.3576","12.86306","0","0.2825778","4.118863","16.89767","15.714","1.325636","3.685792"
"2023-04-21 11:30:00","18.33714","95.63026","732.3685","10.72096","0","0.3049201","4.193906","16.9202","15.696","1.32746","3.690084"
"2023-04-21 12:00:00","18.7018","95.62842","732.4219","2.754133","0","0.2931982","4.046558","16.94168","15.696","1.3272","3.689484"
"2023-04-21 12:30:00","18.84122","95.62526","732.3015","1.228943","0","0.2996713","4.017178","17.01059","15.705","1.334348","3.705881"
"2023-04-21 13:00:00","19.66706","95.62316","732.1768","3.606893","0","0.2951765","4.00877","17.07361","15.705","1.332745","3.702391"
"2023-04-21 13:30:00","20.21404","95.62","732.066","3.445983","0","0.3034226","3.828181","17.03586","15.687","1.33094","3.698117"
"2023-04-21 14:00:00","20.65377","95.6179","731.9761","3.565455","0","0.2889844","4.23175","17.03961","15.696","1.331612","3.69966"
"2023-04-21 14:30:00","21.24364","95.61421","731.9333","18.62248","0","0.1925332","5.012565","17.07086","15.705","1.326324","3.687577"
"2023-04-21 15:00:00","21.58685","95.61211","731.8926","2.355615","0","0.2383876","2.67093","17.1377","15.705","1.327856","3.691142"
"2023-04-21 15:30:00","21.83353","95.60948","731.7698","3.284628","0","0.26655","3.081629","17.15204","15.687","1.326446","3.687809"
"2023-04-21 16:00:00","22.24108","95.60711","731.5519","2.842498","0","0.3029478","2.501601","17.23657","15.705","1.327583","3.690439"
"2023-04-21 16:30:00","22.58428","95.60474","731.4533","3.443963","0","0.3231647","2.471409","17.41739","15.696","1.327119","3.689404"
"2023-04-21 17:00:00","23.01329","95.60159","731.3742","3.246761","0","0.4113784","2.557943","17.4248","15.723","1.329661","3.695071"
"2023-04-21 17:30:00","23.18489","95.59922","731.3643","3.775103","0","0.3424138","2.889642","17.53995","15.723","1.32796","3.691292"
"2023-04-21 18:00:00","24.7293","95.59606","731.4443","12.09064","0","0.2941984","3.493727","17.41855","15.705","1.328712","3.693043"
"2023-04-21 18:30:00","27.8074","95.59396","731.6264","3.438981","0","0.3212158","2.966063","17.63965","15.732","1.331106","3.6985"
"2023-04-21 19:00:00","25.12613","95.59028","731.8331","2.741525","0","0.009477369","3.592568","17.58713","15.705","1.326828","3.68862"
"2023-04-21 19:30:00","24.75076","95.58791","731.9609","3.410133","0","0.0296131","3.432953","17.547","15.705","1.329943","3.69581"
"2023-04-21 20:00:00","24.62206","95.58501","732.118","3.325811","0","0.3581655","3.773966","17.83737","15.705","1.329079","3.693934"
"2023-04-21 20:30:00","18.56237","95.58265","732.2114","3.750445","0","0.2989096","4.024622","17.87537","15.714","1.332558","3.701745"
"2023-04-21 21:00:00","16.55678","95.58028","732.4845","2.817918","0","0.3238703","4.052611","18.0661","15.696","1.331189","3.698686"
"2023-04-21 21:30:00","15.73095","95.57713","732.6909","3.286886","0","0.3945112","3.859759","18.08322","15.696","1.329152","3.694122"
"2023-04-21 22:00:00","15.41992","95.57502","733.1865","3.967886","0","0.3785681","3.913128","18.05823","15.705","1.331978","3.700318"
"2023-04-21 22:30:00","15.01236","95.57213","733.3907","2.744587","0","0.3223824","3.905683","18.01285","15.723","1.338584","3.715808"
"2023-04-21 23:00:00","14.56191","95.56976","733.3942","2.89963","0","0.3574906","3.864351","17.97189","15.696","1.330601","3.697399"
