"Propiedades de la ubicación"
"Nombre de la ubicación = Unnamed"
"Identificación de ubicación = 99b19a22-da0c-4101-883b-8835c7c43bcb"
""
"Propiedades del informe"
"Hora de inicio = 2023-03-30 12:50:25"
"Duración = 34.21:09:35"
"Lecturas = 1676"
"Intervalo de tiempo = 02:00:00"
""
"Propiedades de los instrumentos"
"Modelo del dispositivo = VuLink Cellular"
"Dispositivo SN = 970485"
"Firmware del dispositivo = 1.70"
""
"Propiedades de los instrumentos"
"Modelo del dispositivo = Aqua TROLL 500"
"Dispositivo SN = 1002779"
""
"Propiedades del registro"
"Nombre del registro = Log_2023-03-30"
"Tipo de log = Lineal"
"Número de archivo de registro = 2"
"Identificación del registro = 6536ec03-c5f3-4c88-8b6f-1b61dd267e56"
"Habilitado empaquetado de registros = True"
"Intervalo = 00:30:00"
""
""
"","VuLink Cellular 970485",,,"Aqua TROLL 500 1002779",,,,,,,
"Fecha Hora","Temperatura (°C) (970485)","Capacidad de la batería (%) (970485)","Presión barométrica (mm Hg) (970485)","Turbidez (NTU) (1001626)","Fluorescencia de BGA-PE (algas verdiazules-ficoeritrina) (RFU) (1005408)","Fluorescencia de BGA-PC (algas verdiazules-ficocianina) (RFU) (1008102)","Fluorescencia de clorofila-a (RFU) (1005345)","Temperatura (°C) (1002779)","Voltaje externo (V) (1002779)","Presión (psi) (997880)","Profundidad (ft) (997880)"
"2023-04-07 12:00:00","13.65028","97.61495","737.8314","0.4075587","0","0.5160254","2.289113","15.48105","15.687","1.3352","3.707938"
"2023-04-07 12:30:00","15.13034","97.61206","737.4093","0","0","0.6476683","2.49776","15.47742","15.687","1.333918","3.704979"
"2023-04-07 13:00:00","16.64258","97.61021","736.9973","0","0","0.5958801","2.605888","15.47791","15.687","1.327487","3.69014"
"2023-04-07 13:30:00","17.88669","97.60706","736.7116","0","0","0.6120232","3.045625","15.58566","15.714","1.330599","3.697436"
"2023-04-07 14:00:00","18.8305","97.60496","736.3265","0.1919356","0","0.6254628","2.431723","15.64548","15.705","1.330296","3.696619"
"2023-04-07 14:30:00","19.84939","97.60154","736.2104","7.976302","0","0.5856797","4.639593","15.62903","15.687","1.330341","3.69673"
"2023-04-07 15:00:00","20.01026","97.59943","736.0267","0","0","0.5840834","2.454921","15.64938","15.705","1.329289","3.694298"
"2023-04-07 15:30:00","20.81464","97.59628","735.5992","0.07419991","0","0.6166081","2.286199","15.69485","15.696","1.32823","3.691769"
"2023-04-07 16:00:00","21.14712","97.59391","735.319","0.1518472","0","0.5456102","2.124509","15.86087","15.687","1.322621","3.678743"
"2023-04-07 16:30:00","21.51177","97.59206","734.9756","0.2783715","0","0.6219962","1.902372","16.46561","15.723","1.328918","3.693362"
"2023-04-07 17:00:00","21.80135","97.58891","734.803","0","0","0.6721892","2.064153","16.64923","15.705","1.330491","3.697146"
"2023-04-07 17:30:00","22.54138","97.58707","734.6431","0.009225924","0","0.5374753","2.423502","15.8493","15.723","1.322626","3.678934"
"2023-04-07 18:00:00","22.62718","97.58365","734.6678","0.1531057","0","0.5808318","2.457389","15.73697","15.705","1.328373","3.692106"
"2023-04-07 18:30:00","26.10212","97.58154","734.7849","0.2315984","0","0.592227","2.419557","15.76355","15.696","1.328407","3.692329"
"2023-04-07 19:00:00","28.80484","97.57787","735.0114","0.2686267","0","0.554311","3.2316","15.87225","15.705","1.330109","3.696193"
"2023-04-07 19:30:00","28.04336","97.57497","735.365","0","0","0.5732974","3.588674","15.85086","15.732","1.320517","3.674056"
"2023-04-07 20:00:00","25.40498","97.57155","735.4852","0","0","0.6045586","3.736475","15.83484","15.705","1.32701","3.689052"
"2023-04-07 20:30:00","17.73654","97.56944","735.5294","0.006957372","0","0.5161793","3.539142","16.37888","15.705","1.331586","3.699523"
"2023-04-07 21:00:00","15.51645","97.56708","735.6999","0.2057895","0","0.5389597","3.725358","16.29071","15.696","1.335137","3.707853"
"2023-04-07 21:30:00","14.50829","97.56392","735.9799","0","0","0.5223684","3.44251","16.34863","15.687","1.32872","3.693061"
"2023-04-07 22:00:00","13.72535","97.56155","736.2434","0.07122326","0","0.5619503","3.516662","16.38849","15.723","1.332775","3.702164"
"2023-04-07 22:30:00","13.21055","97.55866","736.5957","0","0","0.5781592","3.472441","16.36548","15.687","1.329646","3.69512"
"2023-04-07 23:00:00","12.73864","97.55629","736.6135","0","0","0.5474793","3.280494","16.36795","15.687","1.328154","3.691497"
"2023-04-07 23:30:00","12.33109","97.55314","736.6274","0","0","0.5645991","3.218258","16.37662","15.696","1.32706","3.689077"
"2023-04-08 00:00:00","11.78411","97.55129","736.7278","0","0","0.5607851","3.117244","16.34592","15.696","1.329321","3.694431"
"2023-04-08 00:30:00","11.39801","97.54762","736.8575","0.04601836","0","0.5407186","3.425328","16.32047","15.687","1.331339","3.699091"
"2023-04-08 01:00:00","11.00118","97.54551","737.0032","0","0","0.5365251","3.413685","16.28967","15.678","1.332978","3.702807"
"2023-04-08 01:30:00","10.54","97.54288","737.1475","1.214091","0","0.5029955","3.037201","16.26474","15.687","1.335498","3.708695"
"2023-04-08 02:00:00","9.864319","97.53972","737.2674","0","0","0.5293398","3.152421","16.24402","15.687","1.33327","3.703551"
"2023-04-08 02:30:00","9.456764","97.53761","737.3307","0","0","0.5326977","3.093047","16.20547","15.687","1.333274","3.70363"
"2023-04-08 03:00:00","9.038486","97.53446","737.3447","0.1560754","0","0.5185266","3.014197","16.1503","15.678","1.334449","3.706275"
"2023-04-08 03:30:00","8.491505","97.53236","737.2264","4.263997","0","0.5154255","2.834423","16.09164","15.687","1.335111","3.707641"
"2023-04-08 04:00:00","8.255554","97.5292","737.2623","0","0","0.528474","2.872782","16.03967","15.687","1.335058","3.707526"
"2023-04-08 04:30:00","8.04105","97.52683","737.1806","0","0","0.5344988","2.745327","16.02716","15.687","1.333437","3.703941"
"2023-04-08 05:00:00","7.644222","97.52341","737.1788","0","0","0.5754789","3.121187","15.98886","15.669","1.333817","3.704746"
"2023-04-08 05:30:00","7.301022","97.52104","737.1555","0","0","0.5025725","3.02911","15.95023","15.669","1.33435","3.706036"
"2023-04-08 06:00:00","7.193768","97.51894","737.23","0","0","0.5354308","2.651005","15.90714","15.696","1.33428","3.705927"
"2023-04-08 06:30:00","6.86129","97.51604","737.2205","0","0","0.5608146","2.717501","15.85538","15.696","1.338041","3.714562"
"2023-04-08 07:00:00","6.464462","97.51289","737.2652","90.0484","0","0.5452999","2.62041","15.81235","15.678","1.332829","3.702529"
"2023-04-08 07:30:00","6.357212","97.50526","737.3842","0","0","0.520721","2.989291","15.76764","15.687","1.331427","3.699299"
"2023-04-08 08:00:00","6.68969","97.50316","737.663","0","0","0.5263987","2.868881","15.71838","15.696","1.331318","3.698905"
"2023-04-08 08:30:00","7.343922","97.49974","737.6759","0","0","0.5660529","2.831334","15.67807","15.687","1.335699","3.709229"
"2023-04-08 09:00:00","8.287727","97.49763","737.9202","2.71434","0","0.5545488","2.652274","15.64059","15.678","1.334963","3.70745"
"2023-04-08 09:30:00","9.338787","97.49395","738.0147","15.76261","0","0.5581215","2.765372","15.63486","15.696","1.332919","3.702788"
"2023-04-08 10:00:00","10.63652","97.49211","738.0206","0","0","0.5852675","2.475569","15.63742","15.678","1.332973","3.702718"
"2023-04-08 10:30:00","11.78411","97.48843","738.1083","3.39412","0","0.5492077","3.637888","15.69107","15.678","1.328469","3.692482"
"2023-04-08 11:00:00","12.82444","97.48632","738.2081","0","0","0.6098835","2.314188","15.73386","15.696","1.332524","3.701759"
"2023-04-08 11:30:00","13.96131","97.48343","738.1524","0","0","0.636505","2.332029","15.77237","15.687","1.334702","3.706782"
"2023-04-08 12:00:00","15.25904","97.48159","738.0131","0","0","0.583023","2.818519","15.76602","15.696","1.330037","3.695849"
"2023-04-08 12:30:00","16.14923","97.47948","737.8988","2.225958","0","0.5773753","2.239409","15.76923","15.696","1.332271","3.701293"
"2023-04-08 13:00:00","16.62113","97.47633","737.8151","0","0","0.5925984","2.712234","15.74933","15.705","1.332787","3.702515"
"2023-04-08 13:30:00","17.03941","97.47422","737.7468","197.8369","0","0.608655","2.943981","15.76456","15.696","1.32419","3.682541"
"2023-04-08 14:00:00","17.57566","97.47106","737.6329","0","0","0.6075034","2.540367","15.82272","15.696","1.331507","3.699418"
"2023-04-08 14:30:00","18.0154","97.46896","737.475","0.4502654","0","0.56858","2.582347","16.07755","15.705","1.327639","3.690561"
"2023-04-08 15:00:00","18.59455","97.46528","737.3467","0","0","0.66427","6.774918","16.24475","15.687","1.326157","3.687071"
"2023-04-08 15:30:00","19.08791","97.46317","737.2474","2.299244","0","0.5956356","2.245968","16.17828","15.714","1.326733","3.688477"
"2023-04-08 16:00:00","19.42038","97.46028","737.2908","0.144401","0","0.5347966","2.27315","16.05005","15.723","1.326618","3.688058"
"2023-04-08 16:30:00","19.58126","97.45818","737.2663","0.2099193","0","0.5599743","2.217159","16.08899","15.723","1.32751","3.690311"
"2023-04-08 17:00:00","20.01026","97.45607","737.3425","0.6071553","0","0.5827622","1.995562","16.28766","15.705","1.325345","3.685271"
"2023-04-08 17:30:00","20.05316","97.45291","737.5261","0.1856465","0","0.547637","2.266089","16.14468","15.723","1.325791","3.686048"
"2023-04-08 18:00:00","20.07461","97.45081","737.655","1.701423","0","0.5631179","2.288419","16.27902","15.696","1.324225","3.682688"
"2023-04-08 18:30:00","23.67825","97.44739","737.8761","0.2629689","0","0.5829977","2.424292","16.35434","15.705","1.328941","3.693566"
"2023-04-08 19:00:00","27.06738","97.44529","738.1475","136.0748","0","0.5629103","2.641082","16.52209","15.705","1.325114","3.684738"
"2023-04-08 19:30:00","24.41827","97.4416","738.4775","0.2418706","0","0.6051762","4.142717","16.62808","15.696","1.32736","3.689924"
"2023-04-08 20:00:00","22.63791","97.43897","738.6366","2.333027","0","0.6100933","3.159156","16.67102","15.705","1.333941","3.705174"
"2023-04-08 20:30:00","15.97762","97.43608","738.7115","0","0","0.5194763","4.047924","16.63107","15.687","1.329092","3.693898"
"2023-04-08 21:00:00","13.9184","97.43372","738.8935","0","0","0.4940155","3.781519","16.5719","15.696","1.335164","3.70792"
"2023-04-08 21:30:00","13.00677","97.43161","739.1943","0.1192602","0","0.5214753","3.593936","16.54855","15.714","1.335442","3.70856"
"2023-04-08 22:00:00","12.36327","97.42845","739.4224","0.005237579","0","0.5833653","3.510459","16.49689","15.696","1.331489","3.699484"
"2023-04-08 22:30:00","11.94499","97.42635","739.5511","0.1858285","0","0.5247357","3.418132","16.4581","15.687","1.335958","3.709603"
"2023-04-08 23:00:00","11.75193","97.42319","739.7117","0.004160484","0","0.5564467","3.30794","16.43817","15.705","1.335816","3.709275"
"2023-04-08 23:30:00","11.54816","97.42082","739.7952","0","0","0.5872912","3.353595","16.41595","15.696","1.331297","3.69894"
"2023-04-09 00:00:00","10.82958","97.41766","739.8133","0","0","0.5444269","2.868888","16.43219","15.714","1.333201","3.703027"
"2023-04-09 00:30:00","9.917942","97.41557","739.9155","0","0","0.5559819","3.017205","16.39374","15.687","1.340543","3.720164"
"2023-04-09 01:00:00","9.392414","97.41241","740.1131","123.9279","0","0.5531936","3.114895","16.34756","15.696","1.331129","3.698607"
"2023-04-09 01:30:00","8.963409","97.41003","740.1312","0","0","0.5739186","3.116302","16.32056","15.687","1.334557","3.706369"
"2023-04-09 02:00:00","8.588032","97.40741","740.2138","0","0","0.5364569","2.929116","16.28833","15.714","1.333947","3.705113"
"2023-04-09 02:30:00","8.266277","97.40451","740.1966","0","0","0.5276088","2.951388","16.25171","15.696","1.334373","3.706028"
"2023-04-09 03:00:00","7.837276","97.40189","740.1825","0","0","0.5354546","2.997207","16.22025","15.678","1.333178","3.703374"
"2023-04-09 03:30:00","7.622772","97.39846","740.1829","0.3716028","0","0.5087112","3.062173","16.18787","15.678","1.337132","3.712455"
"2023-04-09 04:00:00","7.354645","97.3961","740.1205","0","0","0.470296","2.824254","16.15475","15.687","1.335641","3.708948"
"2023-04-09 04:30:00","6.90419","97.3932","740.147","0","0","0.5443883","2.939453","16.11838","15.687","1.335361","3.708308"
"2023-04-09 05:00:00","6.68969","97.3911","740.1049","0","0","0.5474957","2.873122","16.06995","15.696","1.338268","3.715003"
"2023-04-09 05:30:00","6.475189","97.38768","740.0547","0","0","0.5082718","3.012456","16.03091","15.687","1.338923","3.716638"
"2023-04-09 06:00:00","6.249962","97.38557","740.0869","0.6334767","0","0.4651513","3.132297","15.99719","15.678","1.335996","3.709833"
"2023-04-09 06:30:00","5.885307","97.38347","740.0928","0.7263601","0","0.5177404","2.813668","15.96091","15.687","1.335257","3.708068"
"2023-04-09 07:00:00","5.563553","97.37952","740.1077","0","0","0.5192401","2.739906","15.92084","15.687","1.331535","3.699596"
"2023-04-09 07:30:00","5.359776","97.37111","740.2202","2.694201","0","0.4637104","3.040093","15.88123","15.705","1.333766","3.70469"
"2023-04-09 08:00:00","5.670807","97.36795","740.3288","0.07742047","0","0.5319175","3.108155","15.8446","15.669","1.333472","3.703862"
"2023-04-09 08:30:00","6.979267","97.36584","740.4125","0","0","0.537912","2.832114","15.81406","15.705","1.334494","3.706373"
"2023-04-09 09:00:00","8.523682","97.36269","740.4692","0.2356931","0","0.5261226","2.910444","15.79279","15.687","1.332375","3.701336"
"2023-04-09 09:30:00","10.47565","97.36032","740.4487","0.4679008","0","0.5158951","2.532619","15.78201","15.696","1.336062","3.709921"
"2023-04-09 10:00:00","10.7116","97.3569","740.5142","0","0","0.5243083","2.754151","15.77573","15.696","1.334583","3.70658"
"2023-04-09 10:30:00","12.51342","97.35454","740.5568","81.31413","0","0.5502417","2.352144","15.78247","15.696","1.334238","3.70573"
"2023-04-09 11:00:00","14.19726","97.35164","740.5612","0","0","0.5761589","2.472871","15.81082","15.714","1.336964","3.712071"
"2023-04-09 11:30:00","15.33412","97.34954","740.4621","10.28308","0","0.5895577","2.538508","15.85745","15.687","1.331084","3.698556"
"2023-04-09 12:00:00","17.28609","97.34743","740.2316","0.7488911","0","0.6115199","2.776088","15.87131","15.714","1.332236","3.701241"
"2023-04-09 12:30:00","20.11752","97.34375","740.0853","0","0","0.6311586","2.608448","15.89114","15.723","1.329911","3.695647"
"2023-04-09 13:00:00","21.308","97.34191","739.9736","0.2024014","0","0.635211","2.442359","15.93515","15.696","1.329427","3.694615"
"2023-04-09 13:30:00","22.44485","97.33901","739.6769","1.656149","0","0.6122698","2.740214","16.00107","15.696","1.325548","3.685739"
"2023-04-09 14:00:00","22.44485","97.33691","739.3677","0","0","0.622753","2.42709","16.05655","15.705","1.328012","3.691361"
"2023-04-09 14:30:00","23.32432","97.33296","739.2164","0","0","0.6146085","2.969216","16.08145","15.687","1.325547","3.685742"
"2023-04-09 15:00:00","23.43156","97.33112","738.9968","0","0","0.5950146","2.650712","16.10364","15.705","1.326941","3.688956"
"2023-04-09 15:30:00","22.11238","97.32796","738.9028","0","0","0.6161742","3.129342","16.1601","15.723","1.327143","3.689487"
"2023-04-09 16:00:00","22.14455","97.32586","738.6324","2.037951","0","0.5878936","3.078739","16.22647","15.696","1.322062","3.677699"
"2023-04-09 16:30:00","24.45045","97.32376","738.5654","0.03273495","0","0.5715554","2.742917","16.18869","15.696","1.319568","3.671986"
"2023-04-09 17:00:00","24.5577","97.3206","738.5327","0.5023511","0","0.5714727","3.707835","16.10126","15.705","1.317807","3.667714"
"2023-04-09 17:30:00","22.93821","97.3185","738.6054","17.64925","0","0.5753112","2.916889","16.05743","15.705","1.321979","3.6775"
"2023-04-09 18:00:00","21.59757","97.31534","738.6434","0","0","0.5298722","2.544728","16.06125","15.687","1.319493","3.671623"
"2023-04-09 18:30:00","26.11284","97.31297","738.701","0.1845404","0","0.5843101","2.33785","16.04871","15.714","1.319561","3.671934"
"2023-04-09 19:00:00","29.53415","97.30929","738.9722","0.02277406","0","0.5777224","3.040464","16.07474","15.723","1.324033","3.682249"
"2023-04-09 19:30:00","26.93867","97.30666","739.1949","0.2634319","0","0.5555689","3.325443","16.13461","15.696","1.323799","3.681639"
"2023-04-09 20:00:00","21.59757","97.3035","739.3088","0.2283997","0","0.526182","4.135494","16.2135","15.696","1.323951","3.682049"
"2023-04-09 20:30:00","17.36116","97.30114","739.578","0","0","0.5759852","3.879337","16.31854","15.696","1.323439","3.680879"
"2023-04-09 21:00:00","15.6666","97.29903","739.8811","0.1824217","0","0.5758679","3.515617","16.44785","15.696","1.332099","3.700891"
"2023-04-09 21:30:00","14.96946","97.29588","740.1334","1.41323","0","0.5747125","3.451601","16.48111","15.687","1.334463","3.706232"
"2023-04-09 22:00:00","14.50829","97.29377","740.4037","0.01248034","0","0.4929","3.571952","16.40332","15.723","1.322199","3.678013"
"2023-04-09 22:30:00","13.9184","97.29061","740.5807","45.75342","0","0.5138788","3.900055","16.38263","15.687","1.33065","3.697449"
"2023-04-09 23:00:00","13.54303","97.28851","740.7184","0","0","0.5769386","3.460394","16.44913","15.687","1.328991","3.693746"
"2023-04-09 23:30:00","13.26418","97.28483","740.8587","0","0","0.524701","3.495513","16.49258","15.687","1.330668","3.697312"
"2023-04-10 00:00:00","13.08185","97.28272","740.952","0","0","0.5178943","3.10395","16.50281","15.696","1.32671","3.688256"
"2023-04-10 00:30:00","12.9746","97.27983","741.101","0","0","0.5253447","3.088128","16.51352","15.678","1.326361","3.687554"
"2023-04-10 01:00:00","12.47052","97.27773","741.0972","0","0","0.5647863","3.069858","16.4968","15.696","1.330135","3.69639"
"2023-04-10 01:30:00","11.61251","97.27562","741.0287","0.1255516","0","0.6064386","2.865515","16.4613","15.669","1.329125","3.693931"
"2023-04-10 02:00:00","11.26931","97.27273","740.9677","0","0","0.5911317","2.645104","16.42545","15.678","1.326326","3.687518"
"2023-04-10 02:30:00","10.94755","97.27062","740.8714","0","0","0.5416088","2.769892","16.39474","15.687","1.328479","3.692569"
"2023-04-10 03:00:00","10.86175","97.26746","740.8042","0","0","0.5680667","2.653337","16.3725","15.696","1.329886","3.695675"
"2023-04-10 03:30:00","10.86175","97.2651","740.6671","0.58315","0","0.5859034","2.76267","16.34177","15.687","1.324147","3.682582"
"2023-04-10 04:00:00","10.8832","97.26141","740.5499","1.874935","0","0.5273046","3.118378","16.31137","15.705","1.333652","3.704362"
"2023-04-10 04:30:00","10.81885","97.25905","740.4703","0","0","0.5553383","2.477376","16.28622","15.696","1.332651","3.702123"
"2023-04-10 05:00:00","11.51598","97.22985","740.5007","0","0","0.5953751","2.564523","16.26157","15.687","1.328406","3.692073"
"2023-04-10 05:30:00","10.48637","97.22353","740.5096","0","0","0.5905156","2.578166","16.23166","15.678","1.330541","3.69725"
"2023-04-10 06:00:00","10.40057","97.21986","740.3367","0.109","0","0.4726317","2.561039","16.20477","15.687","1.32466","3.683702"
"2023-04-10 06:30:00","10.22897","97.21722","740.3109","0","0","0.5358402","2.122444","16.16757","15.696","1.331541","3.69961"
"2023-04-10 07:00:00","10.37912","97.21433","740.3649","0","0","0.559872","2.3047","16.13449","15.687","1.326383","3.687502"
"2023-04-10 07:30:00","10.35767","97.2117","740.5928","0","0","0.5934919","2.663041","16.10486","15.678","1.334157","3.705532"
"2023-04-10 08:00:00","10.64725","97.20959","740.6275","0","0","0.5819053","2.64845","16.07794","15.678","1.331261","3.698916"
"2023-04-10 08:30:00","11.41946","97.20644","740.8893","144.26","0","0.6094493","2.688794","16.0575","15.678","1.333216","3.703425"
"2023-04-10 09:00:00","12.32037","97.20434","740.6493","0","0","0.5792472","2.418288","16.039","15.687","1.329392","3.694541"
"2023-04-10 09:30:00","14.32596","97.20118","741.0095","0","0","0.6014512","2.136003","16.03165","15.696","1.331453","3.699295"
"2023-04-10 10:00:00","15.90255","97.19907","740.9734","0","0","0.6038739","2.127578","16.04199","15.687","1.329674","3.695261"
"2023-04-10 10:30:00","17.12521","97.19539","741.2421","0","0","0.6000487","2.380597","16.065","15.696","1.327829","3.691001"
"2023-04-10 11:00:00","18.93775","97.19302","741.5292","0","0","0.5687948","2.057618","16.08994","15.696","1.32926","3.694158"
"2023-04-10 11:30:00","19.89229","97.18987","741.587","0.2431443","0","0.6576145","2.175545","16.12286","15.696","1.324924","3.684142"
"2023-04-10 12:00:00","21.41525","97.18776","741.621","0","0","0.5940268","2.697025","16.15466","15.696","1.327121","3.689211"
"2023-04-10 12:30:00","22.43414","97.18566","741.6114","0","0","0.5927541","2.617312","16.16443","15.696","1.323611","3.681271"
"2023-04-10 13:00:00","22.65936","97.18276","741.5306","0","0","0.579132","2.87438","16.16498","15.696","1.326415","3.687662"
"2023-04-10 13:30:00","23.88202","97.1804","741.257","137.3215","0","0.5949572","2.749246","16.24167","15.714","1.319308","3.67128"
"2023-04-10 14:00:00","23.07764","97.17751","740.7274","0","0","0.6294279","3.206569","16.30014","15.696","1.321616","3.676598"
"2023-04-10 14:30:00","24","97.1754","740.5416","0","0","0.6061072","3.084202","16.35529","15.696","1.323241","3.680418"
"2023-04-10 15:00:00","24.16087","97.17198","740.7022","0","0","0.5521792","2.898772","16.33521","15.687","1.324552","3.683487"
"2023-04-10 15:30:00","24.01072","97.16988","740.4984","0.322029","0","0.5326409","2.62224","16.29807","15.687","1.326447","3.687662"
"2023-04-10 16:00:00","24.3861","97.16672","740.3184","0","0","0.6472537","2.55845","16.27109","15.687","1.325763","3.686234"
"2023-04-10 16:30:00","24.94381","97.16461","740.1025","0","0","0.5895786","2.659131","16.27893","15.696","1.32533","3.685176"
"2023-04-10 17:00:00","24.66496","97.16225","740.0554","0.01635289","0","0.6102694","2.348067","16.3226","15.705","1.326382","3.687499"
"2023-04-10 17:30:00","24.858","97.15883","740.2312","0.08848079","0","0.4797011","3.023673","16.3364","15.723","1.329585","3.695061"
"2023-04-10 18:00:00","23.72115","97.15672","740.3088","0","0","0.5221823","3.078267","16.33289","15.705","1.323291","3.680377"
"2023-04-10 18:30:00","27.91466","97.15356","740.3248","0.4656893","0","0.5408913","2.86389","16.40717","15.705","1.321725","3.676661"
"2023-04-10 19:00:00","31.02493","97.15146","740.5956","0","0","0.6307163","2.824408","16.51294","15.696","1.320402","3.673798"
"2023-04-10 19:30:00","30.34926","97.14778","740.7163","3.34826","0","0.6131771","3.153701","16.73831","15.714","1.323337","3.680572"
"2023-04-10 20:00:00","23.78549","97.14542","740.83","1.122675","0","0.5992835","3.154053","16.71106","15.714","1.325762","3.686274"
"2023-04-10 20:30:00","19.81721","97.14226","740.8765","0.09495648","0","0.5748091","3.719609","16.77319","15.705","1.327021","3.689131"
"2023-04-10 21:00:00","17.61856","97.13988","741.2574","1.035786","0","0.5203385","3.734449","16.78961","15.696","1.328233","3.691988"
"2023-04-10 21:30:00","16.62113","97.13779","741.5819","0.1468763","0","0.5557988","3.662088","16.76761","15.696","1.330846","3.697888"
"2023-04-10 22:00:00","15.91327","97.13463","741.8205","0","0","0.5423694","3.507389","16.81604","15.687","1.324921","3.684292"
"2023-04-10 22:30:00","15.25904","97.13252","742.1282","0.11606","0","0.5596636","3.372683","16.81769","15.687","1.327415","3.689901"
"2023-04-10 23:00:00","14.85149","97.12936","742.1121","0.08459306","0","0.5186275","3.464438","16.81421","15.678","1.331397","3.699159"
"2023-04-10 23:30:00","14.40104","97.127","742.1544","0","0","0.565984","3.310597","16.83978","15.687","1.323626","3.681155"
"2023-04-11 00:00:00","13.76825","97.12358","742.2253","0.3721998","0","0.5351451","3.870209","16.79272","15.687","1.329788","3.695377"
"2023-04-11 00:30:00","13.19983","97.12122","742.2926","0","0","0.5479192","3.063184","16.7688","15.696","1.335783","3.709353"
"2023-04-11 01:00:00","12.60994","97.11858","742.5021","0","0","0.5530873","3.280704","16.72513","15.687","1.327579","3.690467"
"2023-04-11 01:30:00","12.13804","97.11674","742.5676","0","0","0.5550279","3.065841","16.69406","15.705","1.329954","3.695746"
"2023-04-11 02:00:00","11.59106","97.11464","742.6718","0.4884185","0","0.5358658","3.020883","16.68158","15.678","1.331181","3.698654"
"2023-04-11 02:30:00","10.76523","97.11148","742.3643","0","0","0.5511033","2.957521","16.64429","15.714","1.327817","3.690803"
"2023-04-11 03:00:00","10.3255","97.10938","742.0928","0","0","0.5280383","2.931295","16.61685","15.687","1.334088","3.705362"
"2023-04-11 03:30:00","10.0252","97.10622","742.0148","0.1620522","0","0.5528877","3.041852","16.56885","15.705","1.331546","3.699574"
"2023-04-11 04:00:00","9.724892","97.10411","741.9728","0","0","0.5465356","2.727219","16.53604","15.696","1.338057","3.714526"
"2023-04-11 04:30:00","9.467491","97.10043","742.0842","0","0","0.5237044","2.993311","16.50641","15.687","1.329465","3.694768"
"2023-04-11 05:00:00","9.274437","97.09833","741.9318","1.619861","0","0.5365348","2.515911","16.46918","15.696","1.327497","3.69023"
"2023-04-11 05:30:00","8.823982","97.09517","741.556","0","0","0.5351542","2.556369","16.43274","15.678","1.33463","3.706611"
"2023-04-11 06:00:00","8.169754","97.09306","741.6539","0.03059769","0","0.5140496","2.721662","16.36859","15.696","1.336938","3.712081"
"2023-04-11 06:30:00","8.0625","97.09122","741.8705","0.05323021","0","0.5345133","2.656579","16.32565","15.678","1.337246","3.712645"
"2023-04-11 07:00:00","7.075794","97.08728","741.7326","0.06369734","0","0.5104129","2.545453","16.26862","15.687","1.332383","3.701505"
"2023-04-11 07:30:00","6.94709","97.07834","741.9459","0.3046715","0","0.5279664","2.977219","16.21793","15.687","1.33372","3.704664"
"2023-04-11 08:00:00","7.965977","97.07571","741.9736","0.2584801","0","0.5143486","2.93079","16.17075","15.687","1.334831","3.707003"
"2023-04-11 08:30:00","9.188637","97.0736","742.2417","2.508344","0","0.517831","2.647957","16.13831","15.696","1.335781","3.709193"
"2023-04-11 09:00:00","10.85103","97.07018","742.0582","1.558888","0","0.5485268","2.568583","16.1106","15.714","1.334719","3.706887"
"2023-04-11 09:30:00","11.66613","97.06808","742.1556","0","0","0.5277722","2.379816","16.1087","15.696","1.332372","3.70152"
"2023-04-11 10:00:00","14.58336","96.99179","742.0342","37.18269","0","0.5969902","2.040944","16.12537","15.687","1.358301","3.761364"
"2023-04-11 10:30:00","14.29379","96.93129","742.002","0.04776398","0","0.596577","1.902641","16.17438","15.714","1.352672","3.74835"
"2023-04-11 11:00:00","15.50572","96.92761","741.6427","0","0","0.5879923","2.46132","16.21747","15.696","1.332416","3.701514"
"2023-04-11 11:30:00","16.59968","96.92551","741.4622","0","0","0.5780928","2.442216","16.26324","15.696","1.328979","3.693689"
"2023-04-11 12:00:00","17.92959","96.9234","741.2693","0.00125742","0","0.600186","2.1991","16.25208","15.705","1.334295","3.705844"
"2023-04-11 12:30:00","19.02355","96.92024","740.9974","0.5195463","0","0.6680273","2.280355","16.26028","15.696","1.333533","3.704087"
"2023-04-11 13:00:00","20.14969","96.91788","740.6426","0","0","0.6702938","2.131194","16.31778","15.705","1.326727","3.688447"
"2023-04-11 13:30:00","21.31873","96.91472","740.1054","3.988702","0","0.6666794","1.923429","16.40768","15.705","1.330297","3.696694"
"2023-04-11 14:00:00","22.31615","96.91261","739.6672","3.656341","0","0.6251823","2.246642","16.43924","15.714","1.325409","3.685341"
"2023-04-11 14:30:00","22.74516","96.90894","739.2534","130.1966","0","0.6287723","6.960429","16.52231","15.714","1.321313","3.67582"
"2023-04-11 15:00:00","23.08836","96.90656","739.0248","0","0","0.6685465","2.139618","16.60214","15.696","1.326598","3.688161"
"2023-04-11 15:30:00","24.06435","96.90367","738.6465","1.020054","0","0.6174484","2.000145","16.80011","15.714","1.325402","3.685444"
"2023-04-11 16:00:00","24.6864","96.90157","738.3998","0.8586614","0","0.6154798","2.27822","16.98468","15.687","1.325412","3.685282"
"2023-04-11 16:30:00","25.39426","96.89946","737.9274","0.9720047","0","0.6328032","2.122807","17.05298","15.732","1.328742","3.693148"
