,FECHA,RachaMax
507,2012-06-27,41.04
508,2012-06-28,43.92
509,2012-06-30,43.92
510,2012-07-01,0.0
511,2012-07-04,42.84
512,2012-07-06,0.0
513,2012-07-07,34.92
514,2012-07-08,48.96
515,2012-07-09,39.96
516,2012-07-10,38.88
517,2012-07-11,38.16
518,2012-07-12,43.92
519,2012-07-13,41.04
520,2012-07-14,48.96
521,2012-07-15,45.0
522,2012-07-16,34.92
523,2012-07-17,42.84
524,2012-07-18,39.96
525,2012-07-19,46.08
526,2012-07-20,39.96
527,2012-07-21,0.0
528,2012-07-22,46.08
529,2012-07-23,0.0
530,2012-07-24,37.08
531,2012-07-25,41.04
532,2012-07-26,41.04
533,2012-07-27,42.12
534,2012-07-28,42.12
535,2012-07-29,38.16
536,2012-07-30,41.04
537,2012-07-31,38.88
538,2012-08-01,48.96
539,2012-08-02,41.04
540,2012-08-03,0.0
541,2012-08-04,0.0
542,2012-08-05,41.04
543,2012-08-06,47.88
544,2012-08-07,47.16
545,2012-08-08,38.16
546,2012-08-09,42.12
547,2012-08-10,43.92
548,2012-08-11,55.08
549,2012-08-12,42.12
550,2012-08-13,39.96
551,2012-08-14,41.04
552,2012-08-15,51.12
553,2012-08-16,43.92
554,2012-08-17,39.96
555,2012-08-18,42.12
556,2012-08-19,48.96
557,2012-08-20,42.12
558,2012-08-21,47.88
559,2012-08-22,38.16
560,2012-08-23,42.12
561,2012-08-24,43.92
562,2012-08-25,45.0
563,2012-08-26,46.08
564,2012-08-27,43.92
565,2012-08-28,48.96
566,2012-08-29,39.96
567,2012-08-30,56.88
568,2012-08-31,38.16
569,2012-09-01,38.88
570,2012-09-02,32.04
571,2012-09-03,34.92
572,2012-09-04,38.16
573,2012-09-05,34.92
574,2012-09-06,37.08
575,2012-09-07,36.0
576,2012-09-08,36.0
577,2012-09-09,36.0
578,2012-09-10,38.16
579,2012-09-11,36.0
580,2012-09-12,50.04
581,2012-09-13,48.96
582,2012-09-14,43.92
583,2012-09-15,39.96
584,2012-09-16,37.08
585,2012-09-17,32.04
586,2012-09-18,30.96
587,2012-09-19,42.12
588,2012-09-20,0.0
589,2012-09-21,29.88
590,2012-09-22,39.96
591,2012-09-23,37.08
592,2012-09-24,51.84
593,2012-09-25,45.0
594,2012-09-26,46.08
595,2012-09-27,38.88
596,2012-09-28,20.16
597,2012-09-29,24.12
598,2012-09-30,29.16
599,2012-10-01,39.96
600,2012-10-02,39.96
601,2012-10-03,32.04
602,2012-10-04,33.12
603,2012-10-05,30.96
604,2012-10-06,34.92
605,2012-10-07,36.0
606,2012-10-08,48.96
607,2012-10-09,54.0
608,2012-10-10,39.96
609,2012-10-11,39.96
610,2012-10-12,34.92
611,2012-10-13,38.16
612,2012-10-14,47.16
613,2012-10-15,38.88
614,2012-10-16,20.88
615,2012-10-17,36.0
616,2012-10-19,29.88
617,2012-10-20,37.08
618,2012-10-21,37.08
619,2012-10-22,24.84
620,2012-10-23,23.04
621,2012-10-24,28.08
622,2012-10-25,21.96
623,2012-10-26,36.0
624,2012-10-27,51.12
625,2012-10-28,52.92
626,2012-10-29,24.12
627,2012-10-30,20.88
628,2012-10-31,47.16
629,2012-11-01,55.08
630,2012-11-02,45.0
631,2012-11-03,29.88
632,2012-11-04,41.04
633,2012-11-05,45.0
634,2012-11-06,30.96
635,2012-11-07,20.16
636,2012-11-08,29.88
637,2012-11-09,24.12
638,2012-11-10,36.0
639,2012-11-11,21.96
640,2012-11-12,32.04
641,2012-11-13,24.84
642,2012-11-14,33.12
643,2012-11-15,28.08
644,2012-11-16,34.92
645,2012-11-17,21.96
646,2012-11-18,30.96
647,2012-11-19,30.96
648,2012-11-20,24.84
649,2012-11-21,23.04
650,2012-11-22,21.96
651,2012-11-23,29.16
652,2012-11-24,29.16
653,2012-11-25,24.12
654,2012-11-26,33.84
655,2012-11-27,33.12
656,2012-11-28,52.92
657,2012-11-29,34.92
658,2012-11-30,32.04
659,2012-12-01,24.12
660,2012-12-02,38.16
661,2012-12-03,27.0
662,2012-12-04,47.88
663,2012-12-05,51.84
664,2012-12-06,27.0
665,2012-12-07,30.96
666,2012-12-08,45.0
667,2012-12-09,24.84
668,2012-12-10,20.88
669,2012-12-11,16.92
670,2012-12-12,20.16
671,2012-12-13,20.16
672,2012-12-14,33.12
673,2012-12-15,43.92
674,2012-12-16,42.84
675,2012-12-17,38.88
676,2012-12-18,28.08
677,2012-12-19,18.0
678,2012-12-20,36.0
679,2012-12-21,34.92
680,2012-12-22,20.88
681,2012-12-23,20.88
682,2012-12-24,24.12
683,2012-12-25,28.08
684,2012-12-26,33.84
685,2012-12-27,33.84
686,2012-12-28,20.16
687,2012-12-29,32.04
688,2012-12-30,27.0
689,2012-12-31,20.88
690,2013-01-01,18.0
691,2013-01-02,20.88
692,2013-01-03,23.04
693,2013-01-04,25.92
694,2013-01-05,29.88
695,2013-01-06,24.84
696,2013-01-07,19.08
697,2013-01-08,29.16
698,2013-01-09,37.08
699,2013-01-10,47.16
700,2013-01-11,28.08
701,2013-01-12,20.88
702,2013-01-13,28.08
703,2013-01-14,33.12
704,2013-01-15,42.12
705,2013-01-16,52.92
706,2013-01-17,43.92
707,2013-01-18,20.88
708,2013-01-19,38.88
709,2013-01-20,47.88
710,2013-01-21,38.88
711,2013-01-22,32.04
712,2013-01-23,59.04
713,2013-01-24,30.96
714,2013-01-25,43.92
715,2013-01-26,34.92
716,2013-01-27,29.88
717,2013-01-28,48.96
718,2013-01-29,29.88
719,2013-01-30,33.12
720,2013-01-31,29.88
721,2013-02-01,45.0
722,2013-02-02,61.92
723,2013-02-03,52.92
724,2013-02-04,33.84
725,2013-02-05,65.88
726,2013-02-06,51.12
727,2013-02-07,45.0
728,2013-02-08,18.0
729,2013-02-09,38.16
730,2013-02-10,37.08
731,2013-02-11,51.84
732,2013-02-12,47.16
733,2013-02-13,45.0
734,2013-02-14,30.96
735,2013-02-15,29.88
736,2013-02-16,28.08
737,2013-02-17,29.88
738,2013-02-18,29.88
739,2013-02-19,24.12
740,2013-02-20,30.96
741,2013-02-21,32.04
742,2013-02-22,45.0
743,2013-02-23,41.04
744,2013-02-24,42.84
745,2013-02-25,18.0
746,2013-02-26,21.96
747,2013-02-27,21.96
748,2013-02-28,42.12
749,2013-03-01,55.08
750,2013-03-02,29.88
751,2013-03-03,34.92
752,2013-03-04,32.04
753,2013-03-05,33.12
754,2013-03-06,34.92
755,2013-03-07,39.96
756,2013-03-08,42.12
757,2013-03-09,45.0
758,2013-03-10,60.12
759,2013-03-11,54.0
760,2013-03-12,39.96
761,2013-03-13,28.08
762,2013-03-14,55.08
763,2013-03-15,41.04
764,2013-03-16,33.12
765,2013-03-17,33.12
766,2013-03-18,60.12
767,2013-03-19,34.92
768,2013-03-20,50.04
769,2013-03-21,36.0
770,2013-03-22,39.96
771,2013-03-23,33.84
772,2013-03-24,37.08
773,2013-03-25,56.88
774,2013-03-26,42.12
775,2013-03-27,33.84
776,2013-03-28,51.12
777,2013-03-29,47.88
778,2013-03-30,65.88
779,2013-03-31,38.88
780,2013-04-01,47.16
781,2013-04-02,57.96
782,2013-04-03,37.08
783,2013-04-04,37.08
784,2013-04-05,34.92
785,2013-04-06,36.0
786,2013-04-07,39.96
787,2013-04-08,51.12
788,2013-04-09,51.12
789,2013-04-10,47.16
790,2013-04-11,47.16
791,2013-04-12,55.08
792,2013-04-13,37.08
793,2013-04-14,50.04
794,2013-04-15,33.12
795,2013-04-16,32.04
796,2013-04-18,0.0
797,2013-04-19,48.96
798,2013-04-20,41.04
799,2013-04-21,38.88
800,2013-04-22,38.88
801,2013-04-23,37.08
802,2013-04-24,51.84
803,2013-04-25,45.0
804,2013-04-26,33.12
805,2013-04-27,32.04
806,2013-04-28,24.12
807,2013-04-29,30.96
808,2013-04-30,37.08
809,2013-05-01,34.92
810,2013-05-02,41.04
811,2013-05-03,33.12
812,2013-05-04,51.84
813,2013-05-05,30.96
814,2013-05-06,37.08
815,2013-05-07,42.84
816,2013-05-08,33.12
817,2013-05-09,27.0
818,2013-05-10,41.04
819,2013-05-11,38.88
820,2013-05-12,41.04
821,2013-05-13,52.92
822,2013-05-14,29.88
823,2013-05-15,33.12
824,2013-05-16,37.08
825,2013-05-17,39.96
826,2013-05-18,47.16
827,2013-05-19,41.04
828,2013-05-20,33.12
829,2013-05-21,33.12
830,2013-05-22,47.16
831,2013-05-23,50.04
832,2013-05-24,43.92
833,2013-05-25,42.84
834,2013-05-26,42.12
835,2013-05-27,41.04
836,2013-05-28,45.0
837,2013-05-29,60.84
838,2013-05-30,45.0
839,2013-05-31,43.92
840,2013-06-01,48.96
841,2013-06-02,37.08
842,2013-06-03,42.12
843,2013-06-04,38.88
844,2013-06-05,38.88
845,2013-06-06,43.92
846,2013-06-07,30.96
847,2013-06-08,43.92
848,2013-06-09,42.12
849,2013-06-10,38.16
850,2013-06-11,36.0
851,2013-06-12,34.92
852,2013-06-13,36.0
853,2013-06-14,32.04
854,2013-06-15,33.12
855,2013-06-16,36.0
856,2013-06-17,34.92
857,2013-06-18,32.04
858,2013-06-19,41.04
859,2013-06-20,39.96
860,2013-06-21,54.0
861,2013-06-22,33.84
862,2013-06-23,47.88
863,2013-06-24,41.04
864,2013-06-25,38.88
865,2013-06-26,39.96
866,2013-06-27,51.12
867,2013-06-28,56.88
868,2013-06-29,37.08
869,2013-06-30,0.0
870,2013-07-01,50.04
871,2013-07-02,37.08
872,2013-07-03,42.12
873,2013-07-04,43.92
874,2013-07-05,38.88
875,2013-07-06,38.88
876,2013-07-07,38.16
877,2013-07-08,56.88
878,2013-07-09,50.04
879,2013-07-10,36.0
880,2013-07-11,47.88
881,2013-07-12,41.04
882,2013-07-13,36.0
883,2013-07-14,39.96
884,2013-07-15,37.08
885,2013-07-16,41.04
886,2013-07-17,38.88
887,2013-07-18,38.88
888,2013-07-19,39.96
889,2013-07-20,0.0
890,2013-07-22,37.08
891,2013-07-23,56.16
892,2013-07-24,38.16
893,2013-07-25,41.04
894,2013-07-26,36.0
895,2013-07-27,54.0
896,2013-07-28,43.92
897,2013-07-29,32.04
898,2013-07-30,33.12
899,2013-07-31,38.88
900,2013-08-01,38.88
901,2013-08-02,38.88
902,2013-08-03,33.12
903,2013-08-04,42.12
904,2013-08-05,37.08
905,2013-08-06,38.88
906,2013-08-07,36.0
907,2013-08-08,48.96
908,2013-08-09,33.84
909,2013-08-10,38.88
910,2013-08-11,38.88
911,2013-08-12,39.96
912,2013-08-13,42.12
913,2013-08-14,0.0
914,2013-08-15,0.0
915,2013-08-16,0.0
916,2013-08-17,47.88
917,2013-08-18,39.96
918,2013-08-19,45.0
919,2013-08-20,38.16
920,2013-08-21,42.84
921,2013-08-22,38.16
922,2013-08-23,38.16
923,2013-08-24,47.16
924,2013-08-25,39.96
925,2013-08-26,42.12
926,2013-08-27,38.88
927,2013-08-28,43.92
928,2013-08-29,33.84
929,2013-08-30,37.08
930,2013-08-31,41.04
931,2013-09-01,33.12
932,2013-09-02,36.0
933,2013-09-03,37.08
934,2013-09-04,33.12
935,2013-09-05,36.0
936,2013-09-06,47.88
937,2013-09-07,38.88
938,2013-09-08,29.88
939,2013-09-09,36.0
940,2013-09-10,36.0
941,2013-09-11,36.0
942,2013-09-12,32.04
943,2013-09-13,42.84
944,2013-09-14,36.0
945,2013-09-15,42.84
946,2013-09-16,32.04
947,2013-09-17,41.04
948,2013-09-18,28.08
949,2013-09-19,30.96
950,2013-09-20,34.92
951,2013-09-21,34.92
952,2013-09-22,43.92
953,2013-09-23,36.0
954,2013-09-24,29.88
955,2013-09-25,33.84
956,2013-09-26,34.92
957,2013-09-28,36.0
958,2013-09-29,45.0
959,2013-09-30,41.04
960,2013-10-01,38.16
961,2013-10-02,34.92
962,2013-10-03,24.12
963,2013-10-04,33.84
964,2013-10-05,33.84
965,2013-10-06,38.88
966,2013-10-07,21.96
967,2013-10-08,36.0
968,2013-10-09,29.88
969,2013-10-10,47.88
970,2013-10-11,0.0
971,2013-10-12,0.0
972,2013-10-13,32.04
973,2013-10-14,28.08
974,2013-10-15,47.16
975,2013-10-16,33.84
976,2013-10-17,32.04
977,2013-10-18,33.12
978,2013-10-19,29.88
979,2013-10-20,29.88
980,2013-10-21,32.04
981,2013-10-22,37.08
982,2013-10-23,38.88
983,2013-10-24,30.96
984,2013-10-25,29.16
985,2013-10-26,27.0
986,2013-10-27,42.12
987,2013-10-28,38.88
988,2013-10-29,33.12
989,2013-10-30,25.92
990,2013-10-31,33.12
991,2013-11-01,24.12
992,2013-11-02,29.16
993,2013-11-03,41.04
994,2013-11-04,55.08
995,2013-11-05,55.08
996,2013-11-06,51.12
997,2013-11-07,27.0
998,2013-11-08,42.84
999,2013-11-09,38.88
1000,2013-11-10,42.12
1001,2013-11-11,39.96
1002,2013-11-12,24.12
1003,2013-11-13,20.16
1004,2013-11-14,45.0
1005,2013-11-15,30.96
1006,2013-11-16,47.16
1007,2013-11-17,38.88
1008,2013-11-18,30.96
1009,2013-11-19,33.12
1010,2013-11-20,42.84
1011,2013-11-21,47.16
1012,2013-11-22,52.92
1013,2013-11-23,51.12
1014,2013-11-24,27.0
1015,2013-11-25,28.08
1016,2013-11-26,24.12
1017,2013-11-27,23.04
1018,2013-11-28,24.84
1019,2013-11-29,24.84
1020,2013-11-30,19.08
1021,2013-12-01,32.04
1022,2013-12-02,18.0
1023,2013-12-03,24.12
1024,2013-12-04,21.96
1025,2013-12-05,28.08
1026,2013-12-06,27.0
1027,2013-12-07,21.96
1028,2013-12-08,16.92
1029,2013-12-09,16.92
1030,2013-12-10,23.04
1031,2013-12-11,20.88
1032,2013-12-12,16.92
1033,2013-12-13,14.04
1034,2013-12-14,24.84
1035,2013-12-15,18.0
1036,2013-12-16,18.0
1037,2013-12-17,23.04
1038,2013-12-18,21.96
1039,2013-12-19,23.04
1040,2013-12-20,27.0
1041,2013-12-21,18.0
1042,2013-12-22,20.16
1043,2013-12-23,19.08
1044,2013-12-24,34.92
1045,2013-12-25,51.12
1046,2013-12-26,57.96
1047,2013-12-27,20.88
1048,2013-12-28,50.04
1049,2013-12-29,29.16
1050,2013-12-30,20.16
1051,2013-12-31,20.16
1052,2014-01-01,29.16
1053,2014-01-02,34.92
1054,2014-01-03,36.0
1055,2014-01-04,52.92
1056,2014-01-05,50.04
1057,2014-01-06,27.0
1058,2014-01-07,18.0
1059,2014-01-08,18.0
1060,2014-01-09,18.0
1061,2014-01-10,20.88
1062,2014-01-11,20.88
1063,2014-01-12,28.08
1064,2014-01-13,33.12
1065,2014-01-14,28.08
1066,2014-01-15,20.16
1067,2014-01-16,27.0
1068,2014-01-17,30.96
